Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
CALR,10520.239,1098.822,7044.9478,3573.2324,6523.7046,1704.5698,2559.005,2912.8591,3802.9897,7396.384,3712.8704,2722.1414,4222.6445,1018.4619,5259.4897,2424.911,3772.5508,4641.3687,4894.418,9309.983,2427.3613,9077.413,2986.6724,3933.2568,1962.8326,3415.9941,1440.1064,5335.164,4133.05,13108.269
CTC-425F1.4,304.7424,471.05603,361.60687,426.753,156.97995,211.75421,147.637,129.8243,136.1415,398.4964,354.4784,117.09774,139.13464,85.346245,389.70135,503.77478,169.80835,311.8238,130.0971,247.64752,116.59316,177.90662,129.19113,289.01593,526.1617,119.065575,260.86383,185.09279,343.1751,444.07324
LYL1,5005.207,8566.478,1602.2225,1391.3192,4119.793,1762.5164,7379.435,7331.88,12254.143,4226.2085,17619.326,7002.636,17624.61,6210.4404,6553.811,8188.326,8367.611,6430.2246,3238.267,7736.664,8285.191,7966.55,13177.53,2130.477,3426.105,11356.91,4650.5293,30464.406,1799.9727,2734.7676
IER2,2374.4182,1597.9408,1799.9257,3482.558,3048.5125,2232.3762,1809.0804,3446.5151,2356.125,1586.7153,5812.025,3122.9766,5813.9067,922.63055,10550.885,3979.933,2183.372,1320.266,1032.8282,1017.20935,2325.99,3887.1519,1756.8822,3756.3467,1447.5988,1026.969,7789.254,693.73596,4945.627,898.19104
CTD-3252C9.4,162.39322,88.91361,145.43294,102.30854,73.46547,172.39902,89.2751,138.17139,64.00556,63.074776,192.22673,93.35506,272.05426,59.522057,98.255,192.97334,119.64127,54.871544,111.04204,55.842594,131.64294,144.90627,43.989937,76.36848,95.27931,228.72069,138.30588,108.41351,168.74054,81.96557
DNAJB1,1847.93,518.6397,587.4369,393.46042,322.60638,670.18054,358.06677,1739.2095,503.07037,325.4982,1370.7849,254.99945,386.5532,295.81628,1327.082,558.29706,546.0585,549.5787,304.79095,1283.8938,1743.7859,664.08826,563.0071,194.32541,850.9475,219.18298,311.67957,427.1891,548.157,356.07993
ADGRE2,39.851192,34.394005,40.026413,28.1754,43.754234,62.628315,56.134384,74.027374,52.15817,36.21982,206.69286,50.044624,38.161415,77.12204,39.67531,54.354332,45.350845,62.406143,26.708906,88.68989,30.945951,96.73851,30.607988,138.59215,108.0282,145.80568,38.443756,33.81677,23.821823,45.474365
TPM4,554.8446,422.54102,2323.4956,2087.648,2333.169,876.792,1529.7324,2237.4412,1879.1604,2225.237,516.7014,2288.7793,2740.2783,1023.0194,1139.452,1250.1787,2696.6682,2883.762,1032.8313,2485.7578,372.49164,2320.185,1964.9897,1285.7819,1551.0948,1574.9711,1389.7546,1766.8638,2525.9863,1223.8762
BST2,224.78116,896.15436,913.4862,442.7462,796.2476,505.20276,1999.9001,237.24484,1735.8221,564.5526,221.63228,658.9761,219.7784,488.138,239.37009,812.4599,1092.5758,956.26166,830.763,396.83392,1162.2212,1936.5858,690.4939,345.09424,499.77582,874.30347,640.2771,1531.387,645.6815,240.54749
IFI30,9.642328,30.616386,19.250957,9.604658,21.944618,16.822445,12.962633,11.549494,24.161825,28.507526,52.603455,22.537233,27.965364,12.981997,11.632448,17.57888,10.496162,10.1798115,10.782688,12.672663,11.216233,13.344433,12.981123,25.058527,26.344458,24.663595,16.817074,18.199032,35.529003,27.440746
JUND,2882.9282,2210.546,1125.3174,551.8765,3108.815,1918.9854,1300.074,1738.0779,719.7262,2063.8657,2924.6714,1065.3302,2740.0562,1096.7612,2697.6172,1298.6843,382.77637,603.9953,3472.35,4188.2935,396.8598,390.10284,498.35968,3709.292,1902.1111,1261.2239,1339.3947,412.09653,1780.53,350.60608
GDF15,345.80304,1909.1008,389.1903,397.32922,2360.2144,1666.909,1162.7384,2369.5369,510.46826,372.0842,448.33472,789.1885,1124.0762,477.94284,3874.2913,1311.0177,1067.3147,534.9708,459.23383,2573.7827,1434.6042,713.9663,559.7871,434.5717,1415.4614,1155.6891,620.51807,425.61975,2547.8574,952.88043
ZNF431,376.2407,510.7903,929.09564,365.29178,535.98486,691.3996,1127.2004,996.6185,633.718,1572.395,1496.995,1109.1436,1327.3203,689.2257,395.75653,994.65173,1327.4102,844.59436,1313.6013,1722.3115,688.1467,343.98376,363.37912,535.2326,447.1384,229.41595,2221.536,335.2432,1593.1155,594.39307
AC079466.1,12563.683,3566.7698,4056.2412,1131.7598,2318.8005,2070.6006,2704.2715,13342.137,1744.6685,6158.16,8648.578,5086.5854,6273.3696,3107.9375,5994.875,1386.906,5361.452,1791.5941,5845.7876,8727.399,6325.837,1474.7261,1341.1587,3667.6948,1534.2614,5167.5674,1530.8723,2112.3696,4516.4297,6903.5347
CEBPA,59.94824,416.88483,172.57115,88.42305,157.37671,166.71129,260.98264,302.76028,95.58394,173.26944,121.8541,119.63062,152.39027,213.42293,123.14694,143.87706,93.018425,88.07964,207.16257,293.81393,78.797104,87.84456,301.0381,121.68704,297.8908,332.20618,100.596794,261.62946,75.5197,82.739876
HCST,52.370453,183.24655,40.48751,117.464905,37.92293,43.278397,74.19401,129.51898,110.32236,54.065193,65.31332,50.717148,49.26256,153.0822,36.727936,78.888535,29.153229,67.663284,47.42743,44.390774,66.428314,60.378616,38.96708,130.49413,59.438217,52.043808,37.321205,83.496765,50.98247,35.56051
TYROBP,319.58536,647.7499,345.23846,1212.702,1129.9126,473.40143,689.8078,295.79462,525.0708,748.6521,1884.19,478.9393,1014.5897,1111.9175,1899.8999,250.9274,648.20197,382.23053,303.1131,436.3562,418.57748,711.3492,1236.1935,3060.935,1423.0977,2163.5344,1021.7279,343.1088,2395.9656,760.3972
KCNK6,21.120289,17.946226,10.151782,16.719736,21.200611,10.589766,10.902731,16.675415,10.8135,19.657515,12.919704,21.32951,8.676661,9.651609,10.757301,22.375113,18.201824,8.706439,13.293524,17.421227,22.042576,16.054508,9.425318,11.421123,12.184826,11.3216305,24.741869,45.374874,17.18066,21.334736
PSMD8,3173.9836,3132.9426,3063.0452,1845.5372,2917.6052,4490.3965,931.51013,713.7379,742.1047,735.31354,1249.0076,2049.4685,1423.7632,2387.084,3818.1572,674.29944,2729.8997,1445.2307,2897.2017,616.6766,645.4912,1767.4822,2024.9165,697.0532,1779.7192,1137.9585,2832.6274,727.27234,3364.586,3682.8955
GMFG,427.27228,1402.0615,919.5008,1045.9744,1351.8043,2721.753,2216.278,2927.9648,2735.0781,1375.9316,796.9189,654.9845,1152.2406,2731.7578,832.3798,3787.3193,708.84534,2931.7583,2639.9897,1161.4191,2122.1978,2556.8274,1707.6168,441.44708,327.3551,1483.0525,840.97986,1952.9336,531.6185,762.4477
CLC,1023.6676,166.11844,345.32294,561.41254,163.98163,145.30856,599.5798,159.08652,723.17535,884.2173,885.11633,341.52277,951.18567,713.8254,160.49977,155.91835,640.9969,443.5379,953.8981,1052.2412,1606.0703,631.9781,127.07625,1566.7759,180.3696,563.3962,723.57715,334.47668,884.6947,1476.3257
PLD3,450.45544,1352.8284,902.9148,1449.7826,1406.4526,2045.2661,541.682,1830.6094,2236.1252,859.0494,3363.2505,871.1544,1446.0305,415.2452,990.5425,3894.2246,403.38586,2813.0742,612.69995,2392.5276,685.83514,1807.2104,1140.1521,4006.083,1591.037,2404.4443,565.2317,1397.1111,3192.2717,3451.4878
PRX,71.96658,36.408466,126.52493,167.41302,115.28375,102.17057,232.86763,204.18515,158.11925,83.06124,154.94073,185.72409,29.401447,79.75921,109.738266,41.299385,131.31638,77.820694,87.28734,28.173523,135.82155,106.60839,205.21407,89.440735,86.74346,73.09274,160.08408,29.818222,122.59456,132.43729
SERTAD1,199.82625,246.20847,167.66501,227.08743,117.92524,103.23866,93.71911,136.32101,127.55965,105.940956,276.04504,87.54528,119.89778,115.157616,400.14975,311.4464,168.24054,94.46625,370.65973,389.97195,216.1838,211.33162,68.38603,94.386345,115.5273,86.94095,189.6806,140.70912,542.38794,168.28436
BLVRB,1232.1006,5596.5884,753.74255,2951.05,2326.731,3859.4749,5859.607,4739.6978,4846.542,1035.1505,1988.6997,3051.7805,2018.2625,807.48987,1926.4983,892.9814,2900.1646,11396.86,5333.514,795.08765,2232.1382,662.8677,709.67096,2388.964,7291.6284,2378.163,5042.734,2268.8828,3376.46,1674.2786
RAB4B,211.9696,67.82961,79.05951,50.21118,71.16969,102.47723,69.56095,95.02972,267.49228,158.14816,107.51816,81.344376,56.542824,243.4365,52.87829,74.76436,74.36231,185.6701,106.61749,66.94171,66.412254,172.27074,69.885475,69.05205,81.35504,102.31091,61.70848,184.2594,254.35468,161.02582
PLAUR,205.62749,273.2879,183.69064,108.16496,195.6468,152.16408,332.52728,253.01257,121.4336,528.35754,679.33215,139.67056,133.53,161.48193,606.58167,492.1346,511.7829,502.802,314.14542,223.45456,165.96045,102.841385,286.35846,166.1482,358.35922,343.373,142.75154,483.63416,225.02657,423.77255
APOE,3908.3555,6346.0356,7697.9053,3512.4214,1348.3135,2230.251,11175.322,1385.8713,11753.7705,9586.47,9682.626,3945.3735,9171.561,2247.2515,3001.045,5093.4414,11008.44,18808.25,1456.3315,5329.6743,5448.0835,6407.4976,3331.594,6096.621,8569.322,11241.477,1956.4913,7102.0015,3109.2058,6208.3154
RELB,20.957718,29.681683,34.633263,54.049442,91.57745,57.76837,23.058468,42.04888,21.955688,32.117496,80.88163,23.280958,28.904503,43.315094,75.51831,26.653152,31.522324,24.20427,20.056547,46.872787,31.60127,68.46434,29.850471,73.95164,55.392773,20.374271,29.07403,21.32343,27.147635,56.875187
TRAPPC6A,2358.8318,747.41675,452.4127,943.3079,752.2407,544.5801,3707.9753,3629.619,527.34076,1027.7942,568.7136,1200.2197,2402.695,363.43658,1147.6309,853.97327,1605.6987,660.65466,589.1665,3396.2532,1092.2842,2346.2803,1998.8737,918.3908,1262.4517,459.25653,2372.125,3057.5942,4002.8765,755.0441
CKM,19.189026,16.755556,35.356083,18.74791,22.589014,17.835983,17.90252,18.54021,32.585243,26.637764,15.517046,27.896149,33.137997,14.7323265,25.354275,14.39627,17.370892,59.843563,30.28579,25.279896,22.970562,35.080147,16.578316,45.664124,19.066345,11.340347,14.675156,21.03831,13.491387,91.85837
RTN2,139.70665,207.00047,322.05765,138.24933,1033.2297,200.8447,271.4272,306.4521,394.98514,284.8822,244.3755,172.3505,464.56702,234.8428,547.77814,250.88574,159.2336,184.1271,433.61252,208.01442,326.90344,232.3016,764.3759,457.08847,265.93176,547.56116,300.22925,238.89093,463.5826,283.612
AC006262.5,1263.8864,2157.2603,653.97644,782.17255,1038.6908,2814.218,4016.9404,1710.7291,2595.8203,2564.1865,540.87885,447.65805,2379.895,505.40997,1877.9235,680.449,2257.989,2252.4321,4198.476,2694.3992,2936.4526,3775.9626,2981.2908,593.10583,2408.7036,1875.617,2559.8892,2810.334,2823.2466,785.994
DACT3,40.125374,72.66179,34.219112,34.829727,52.914577,41.778458,34.969475,44.284073,58.719997,41.290737,99.28758,46.873688,48.948315,34.96282,59.02114,29.504944,35.55726,67.53287,53.84422,46.875023,86.3018,30.52884,104.61274,48.68371,35.10576,57.390686,33.19304,70.923965,55.060318,69.46073
MEIS3,44.696484,46.16589,50.42934,30.67706,47.333527,45.774536,61.729145,134.66202,157.27731,47.156532,65.00523,65.016174,47.582413,54.055977,50.740864,49.367313,84.61552,53.643154,80.23069,63.60274,30.882956,43.24007,26.219742,50.389355,48.16127,47.5291,37.80872,55.865944,99.05827,32.79071
CARD8-AS1,43.016457,49.313305,38.88199,34.705856,35.167778,64.67015,47.912895,54.037243,32.229523,71.32526,52.61598,30.760689,40.43212,76.90691,53.118736,54.77124,52.583504,47.234547,122.42558,25.42584,49.72632,41.41359,35.223133,52.98832,44.725517,93.43796,40.434734,34.982525,49.896904,53.851048
EMP3,846.6414,3027.595,4546.608,1245.2566,4813.787,750.90576,745.0754,865.2843,4222.347,7636.2236,796.86566,1370.9146,2138.9016,3302.021,6075.3525,3987.6738,1465.0413,1105.106,9904.972,4205.452,1202.8906,4614.925,692.52,3081.9775,5031.906,3001.3745,1631.596,880.89777,2028.7434,1975.5667
HSD17B14,23.57864,18.964243,22.185148,31.137173,62.81742,28.574755,18.906803,17.279839,18.010784,21.079494,13.569151,47.577286,15.869414,35.259773,16.06208,21.686562,18.240437,16.509605,15.570546,33.38464,31.252636,13.458729,55.746227,63.903202,32.160583,20.118599,28.02771,15.670709,27.105963,21.526218
PPP1R15A,367.445,925.854,566.45605,829.1435,1327.775,260.33112,802.23126,1241.5139,241.46231,755.171,1061.8877,263.5367,908.4402,397.2469,1500.1714,1211.1447,1770.6985,1019.74115,342.75787,318.22162,492.74194,215.32751,421.62643,541.9351,884.22766,250.70108,821.1323,235.47952,431.90967,418.60593
TRPM4,359.9474,396.36084,397.27942,461.69824,351.68967,688.06537,241.10115,599.3675,284.89517,291.844,472.3713,323.28247,729.10376,247.02155,246.9784,407.95538,215.34024,801.4663,457.81354,383.9161,302.93988,320.214,452.59143,1308.2692,656.7183,818.319,363.0755,619.4402,755.60034,615.0051
CD37,128.2988,200.00185,195.87122,290.78876,401.35638,212.5615,281.57602,373.7012,556.2297,176.01714,210.63135,509.47665,231.92131,488.8764,206.42255,192.24124,311.26306,325.06778,368.1983,246.42422,645.0675,223.393,418.7463,498.79178,403.2952,274.184,373.71152,345.55792,548.39764,295.32648
PTH2,15.963193,17.686363,55.10832,17.997671,28.797068,76.615906,14.987944,50.545795,29.523842,15.06062,22.915398,30.724669,20.372242,14.177875,19.213701,42.91046,56.562637,21.068045,36.819756,13.658436,33.36258,41.23572,27.314358,37.765152,20.591263,37.51304,17.834616,18.367952,23.560417,66.68179
FLT3LG,39.200184,87.24071,52.2297,40.91366,45.696835,66.01542,47.99859,44.174362,59.684605,42.888096,84.95053,65.11822,39.633663,38.743668,80.475525,48.428085,57.18607,104.92442,66.76663,66.57521,34.246876,38.063145,42.772236,41.855022,82.982346,77.43828,37.640076,54.978558,75.38469,66.501625
FCGRT,436.47992,319.87228,654.6747,891.4477,1869.2727,327.91742,866.3627,447.13092,1438.4497,435.9086,414.44766,482.283,286.08594,231.17105,666.19617,433.93927,188.5907,359.20618,345.64044,582.21014,513.5338,580.06384,230.58572,232.36325,1005.349,490.0844,997.0849,343.49,1015.3666,307.71844
ATF5,545.07446,105.171295,137.23128,102.98255,339.3276,233.86363,113.5271,564.51575,150.13068,90.08563,122.57191,240.43517,295.3698,108.497116,148.7425,128.45966,140.61337,260.5528,389.75763,145.73253,268.87103,87.58185,235.60925,166.15343,94.49286,216.91684,242.99368,147.42705,255.77942,188.64293
NKG7,93.18943,632.23236,310.98032,175.29169,89.08124,84.05919,91.70476,225.22313,108.74223,417.18777,85.54109,102.65465,259.5033,414.30447,101.92431,144.99712,221.44913,89.88985,211.14343,210.71101,233.37961,183.19887,91.901535,95.49063,449.7423,202.10709,89.5706,176.07045,178.03064,115.54219
TNNT1,811.8944,2196.7212,2670.2358,1405.5278,1869.6543,2184.2114,2797.666,3609.3896,9056.326,638.54224,4742.7944,3698.265,895.88184,7513.0215,2577.9558,745.8568,2231.7998,685.6765,3743.816,1021.70435,4090.877,3032.6682,4603.089,673.7202,883.5262,1269.5623,3779.5361,644.8926,6594.5527,4523.694
UBE2S,7181.2173,2341.6375,5444.5396,8957.51,5707.653,5510.6377,1224.3352,4834.034,8434.392,8925.932,9310.793,2963.742,3864.023,4244.003,1269.6694,12050.754,2299.1729,2071.9368,12478.183,7410.8154,2369.734,4730.4404,1679.6552,4365.727,1738.539,12043.842,8338.457,2612.727,8685.164,3445.383
AC016629.3,66.582375,64.32802,131.12134,60.264057,66.56369,63.815884,53.32786,48.82105,132.10887,61.525513,70.745865,56.749767,101.99417,44.37645,61.873703,122.396286,51.802197,209.69624,114.172195,34.436615,37.04453,122.483635,127.07935,32.857788,64.17343,115.667366,51.886387,65.07854,137.8169,88.56586
IL17RA,67.49078,93.727516,76.039734,45.533363,99.31669,199.53062,80.85869,115.34222,200.65955,91.551,282.17212,150.10541,103.09132,119.61885,128.49571,107.216156,52.544132,55.733307,96.75729,173.81204,70.32755,250.77133,234.36398,277.74976,71.43145,324.28357,155.73193,74.39908,201.71758,198.21353
UFD1L,2653.1506,5483.5127,1430.7896,3782.6206,728.8813,4222.688,1481.3989,905.8517,1570.9332,2454.011,1445.0503,1107.7136,751.0332,3745.0964,3763.566,876.707,3591.878,2683.4307,785.66895,8406.692,2590.2107,4528.2812,1094.0576,1608.9067,1999.4988,674.2028,2283.7666,2267.1514,2588.696,5228.9077
CDC45,668.0953,2112.8984,1744.8707,1118.0361,3026.568,1931.0952,1645.5758,5165.791,2136.789,721.53406,2053.077,2948.9333,4117.7544,2949.5686,2148.4336,3207.8926,765.7214,2093.8057,5810.388,673.68787,4935.662,4032.4355,3697.199,1830.9191,1905.4434,1623.9263,3558.4343,653.37915,931.85284,4139.2227
COMT,9647.325,1269.701,3621.0742,4226.631,6128.9106,10251.545,2081.3994,4233.4243,1266.1814,1131.916,15610.957,1567.1033,8980.51,4426.9663,3966.8816,3127.184,5572.6978,3027.8599,1065.0917,6160.289,1654.5844,5364.0312,2704.312,4100.1484,4617.1655,4528.76,3762.9458,2532.1472,10983.374,4304.645
P2RX6,23.796387,80.623215,41.352043,14.739069,20.623558,55.639156,19.798496,33.984383,26.955498,66.71806,35.087376,30.027094,19.89267,18.06043,67.31055,61.199448,20.105152,22.087608,19.229086,25.739025,22.487364,17.959106,19.596981,19.617603,27.311901,32.169895,23.111767,51.661316,78.44697,32.414246
SDF2L1,11806.555,2503.933,6083.583,1414.5267,11256.451,6414.5117,5267.0435,3554.2202,2370.7332,7424.2607,1727.6587,1239.6335,6896.828,1501.4229,2547.7764,2818.158,4923.9966,4868.162,4831.9717,6338.246,2403.1108,10708.985,4394.5444,7782.456,6579.3853,6742.88,2861.862,6279.9336,3253.6484,10920.624
YPEL1,73.87671,40.996567,69.646576,71.48454,135.19588,131.70026,73.61452,48.24508,152.16057,97.44101,179.57666,118.094635,38.90551,50.606743,43.372253,143.25642,36.3004,100.849785,68.79657,57.12169,73.44159,58.140854,59.239037,210.03731,41.952003,40.389946,186.83276,43.07157,106.67519,222.211
CCDC157,26.991983,75.16947,35.267822,40.650948,90.795685,65.62572,77.29776,44.45966,66.33657,65.65569,26.610296,26.926962,34.703655,32.00923,25.282795,24.428513,25.021751,27.42091,27.487335,60.334717,28.805635,41.81183,29.265749,24.143656,41.295414,32.53866,53.9381,47.779068,31.946497,35.83332
SELM,87.56415,151.42404,170.21155,72.721466,166.67578,123.37834,170.53212,317.4973,247.50966,91.13843,410.58063,119.528625,97.6432,121.30039,103.45929,151.7149,113.42437,174.36623,104.95993,107.44073,181.59152,96.06204,189.09846,236.64157,259.24866,357.13937,109.38008,382.38806,134.43393,130.59398
PIK3IP1,15.3780155,28.401098,17.078756,22.344519,28.036627,27.96876,45.373318,23.07778,40.639156,14.96706,16.52849,11.789072,28.028696,30.50926,16.567734,16.79252,18.37241,32.07967,34.53179,40.656517,11.401161,23.794895,12.3967285,18.882473,13.909502,18.08923,19.07038,25.280853,31.588245,20.281301
APOL1,105.40015,164.29724,42.65806,52.749695,208.3159,189.11197,233.06631,146.62292,230.75363,83.26864,111.9523,82.72354,136.55963,40.23021,70.89282,66.763176,71.83932,243.78268,193.34462,74.48506,84.24138,170.05914,93.847305,112.56757,53.947693,43.185844,66.95238,97.78454,38.650826,41.357697
RAC2,901.17993,530.3346,316.42255,2092.9304,559.53564,259.43555,344.77063,337.0011,1835.5553,596.37646,432.7343,1463.512,337.23233,335.77515,721.8323,459.654,290.9411,1702.1718,811.1351,1196.7512,303.6722,315.47253,860.76855,519.1856,1056.4384,2032.1146,819.2152,346.30652,612.5946,520.638
LGALS1,3938.1309,3061.6665,7364.5244,3146.5068,9260.945,1139.5029,1748.4343,1168.43,6903.8945,6607.1494,5900.5386,2053.5586,894.14215,2865.0837,3465.7727,3376.73,7718.19,4177.911,10491.582,3533.7788,6317.775,1816.2319,2547.1357,1243.9307,1583.0225,1258.3478,3736.0522,899.4557,3537.3032,2997.741
APOBEC3C,1948.5294,2173.2603,455.23938,616.17505,819.0947,1127.2725,505.54974,2192.9832,506.00726,1514.0227,1995.7916,321.12436,663.7384,424.7046,1223.3448,2044.9268,790.56,2320.6233,768.6616,901.8221,1733.0876,519.3864,1733.3489,417.31653,3198.391,965.28577,2507.6165,1655.7704,680.5649,559.6105
ATF4,8743.551,2684.127,2391.4094,3998.682,4140.954,4267.923,1454.1824,12165.364,2204.351,5414.007,9016.186,4745.817,2300.661,855.1382,9263.506,1100.9458,1223.9263,2291.1182,1607.7545,2419.6997,4310.3877,2765.2783,5060.4165,1820.221,3865.0352,3351.358,6572.399,4821.6377,2293.9863,1919.3104
GRAP2,55.082466,53.58822,51.361305,34.059315,36.60631,96.31506,118.16467,68.762726,64.628204,80.48636,101.48457,45.605473,92.75942,73.62275,90.79149,45.0625,65.83756,61.821976,91.98442,85.142975,64.05483,22.810034,22.495197,25.17395,135.03839,26.123781,68.633545,166.29848,125.69201,55.574883
TNRC6B,594.7731,1253.1763,735.7389,382.31705,2596.195,1563.4548,503.89658,1420.901,1667.4618,398.2829,1407.5447,349.2127,1325.9482,1207.2937,401.32968,947.7777,457.0251,352.46628,423.54605,857.96295,1105.7861,722.9324,340.66245,310.3944,1421.8862,694.3534,1920.334,897.8171,1076.6285,978.39276
SHISA8,49.546333,63.950226,228.28226,347.61688,332.17218,63.981094,526.6686,393.50735,406.34525,218.72336,424.3183,174.32419,67.41286,69.96626,141.08746,61.29637,52.84911,85.78343,55.870064,52.404625,230.9158,95.59102,335.2509,271.04062,53.082146,240.07811,304.79187,102.131165,330.31033,48.645805
KIAA0930,102.236565,36.67492,36.81127,87.073616,53.33293,115.87178,59.03636,97.14459,50.567844,52.174625,47.36804,73.40325,57.95095,39.957672,142.69019,43.16423,41.558666,113.777695,91.42294,166.50163,123.989555,87.901215,74.19157,109.444695,45.56662,163.24194,81.041016,60.72851,32.93966,42.144142
FAM118A,455.60934,2856.7139,1342.814,326.0493,457.3961,2250.5642,1046.5217,1836.484,1453.6597,2397.4592,421.91336,1852.312,427.22015,756.7969,1099.5946,856.94653,774.5269,344.898,1371.0188,829.68207,694.01904,1347.861,628.4079,519.35583,777.24133,2204.6694,594.89465,1601.8843,450.02408,897.4041
GTSE1,1647.9031,336.35577,552.15894,332.609,295.2793,257.35406,742.63214,1381.7255,324.43115,1390.8622,824.9299,321.02838,392.61285,1366.2917,672.75696,388.55707,2849.4634,263.60162,562.634,238.46776,271.89352,932.63196,644.9825,852.71765,364.61786,350.93457,224.9269,246.54524,1111.7338,342.0529
RP11-717F1.1,1925.0676,13846.716,5159.3633,2941.1785,1990.3881,1969.8015,11450.202,2837.162,5032.76,3222.478,1955.1221,1537.6505,13715.832,13481.055,2509.4805,4727.4155,11254.162,23927.256,6341.177,1810.251,1581.9253,8235.576,1986.2124,10878.506,2458.1174,13673.906,2075.048,2096.8008,9494.058,9371.9
AF240627.2,21.20671,81.31605,21.88107,28.97749,36.48292,63.865982,20.197145,59.265713,34.11377,21.47952,19.611404,17.349382,25.36561,15.02819,79.94531,38.844498,26.618757,47.20176,21.21717,29.079172,47.37799,27.803991,13.123891,32.113033,42.666744,28.612072,32.7621,24.933987,27.02526,17.012104
AP001171.1,771.09393,2637.1033,1066.4585,1831.186,922.6854,5414.0005,3960.2988,1135.8499,3323.5952,1602.1129,3035.8955,3582.0884,4398.9126,3145.0967,1528.3629,1993.5715,3832.974,5517.0664,3987.5454,6032.8184,1600.9583,4786.4155,4186.385,996.2732,3933.0151,8715.654,973.7749,833.4427,2593.6787,2179.8574
DOPEY2,72.45505,33.838043,50.90319,73.3232,104.03815,91.640724,33.559414,61.878143,45.15444,34.20813,56.59715,152.95975,30.955938,25.241095,28.378773,32.710636,95.6175,184.01668,61.86145,75.070175,30.863708,25.55003,42.1249,30.181316,48.94728,36.975525,32.982273,62.675358,79.89083,39.3515
AP000692.10,22.267006,51.863667,17.57273,24.812191,101.17991,28.039185,25.378452,34.9713,20.01859,51.236412,30.357952,24.45345,65.5636,25.023525,73.981544,40.832485,24.354105,24.643469,24.879303,61.403923,45.409706,48.130943,20.438755,16.608738,71.32738,19.709057,67.67433,38.72674,19.740168,28.416082
DSCR8,1171.5592,887.2861,1590.422,691.9376,2617.4724,3699.8115,946.1122,2702.109,949.00195,655.8707,5383.2886,1945.2825,1340.3624,1032.2822,965.1781,2002.8284,2108.6838,2698.9001,1194.6189,467.5051,518.4711,2254.6426,946.9039,1550.3381,472.81836,4166.4385,3242.029,455.77344,3604.367,1972.2279
ETS2,183.36897,111.795685,230.34036,262.9827,128.20245,194.29785,252.78253,183.73714,581.85254,103.83306,124.55441,236.91216,91.3561,73.72588,370.61642,282.14676,102.56604,539.27924,430.11737,380.6156,238.51814,133.95111,104.233765,106.424255,126.61544,331.08246,389.61694,239.81287,125.97374,424.85568
ICOSLG,12.308857,16.719406,32.979465,25.41072,21.957779,29.649334,20.007702,39.817352,26.038849,14.889566,57.432137,15.321639,14.871673,13.939892,23.899395,16.584166,39.21489,62.315536,12.401838,81.91815,25.15479,15.58331,11.794241,18.113865,30.720121,17.579967,13.725707,10.309687,32.709324,31.234232
ITGB2,159.94493,223.79382,207.54567,49.56766,91.199356,266.8164,210.02548,249.50948,66.42994,60.308525,210.49715,102.73,359.71497,145.02199,66.9485,127.61041,257.8557,75.98484,113.82523,85.84562,175.93436,120.30853,57.866024,525.4481,65.75946,126.819,73.4684,53.37893,227.39513,304.5978
ITGB2-AS1,23.521156,16.685852,54.430107,17.467386,26.043312,54.68727,30.03989,21.034018,47.774353,42.056515,22.600178,65.10196,54.156883,46.108162,34.00841,15.599764,35.326138,21.921968,23.712532,54.467514,33.60903,52.794273,73.746185,33.116028,23.915676,39.704277,32.5057,41.62982,41.197243,15.964994
COL18A1,1025.7056,2054.7507,2867.157,558.2013,2066.204,4138.677,2418.9932,3159.025,2840.9692,5621.3843,4532.2974,6683.7686,3705.1594,797.75,1440.0697,890.3248,3607.7603,6074.704,727.6437,828.1252,803.41504,4255.4355,2697.5583,4988.7773,2421.644,3807.485,1511.2565,991.9734,3836.1284,2082.1675
C21orf58,388.97244,944.1334,1367.7549,1161.0171,391.31207,279.31415,703.7925,448.29645,726.009,406.78528,373.25336,539.44556,2799.0552,1363.5616,620.99634,731.83496,1597.5322,1361.2747,2376.623,816.3954,2037.0055,2727.0159,826.65125,897.75165,1686.4275,305.23917,670.7482,1310.7942,1632.4921,846.7728
MT-ND6,8714.715,4746.1455,1823.7336,2425.659,20654.734,9150.19,8778.966,2013.0929,2447.148,2338.23,1948.8027,1565.3302,4962.948,5474.1406,8102.8076,4991.492,6539.104,4304.2666,3284.3127,1833.8479,3350.8364,8314.472,7856.119,1267.4087,6701.615,2404.3826,8017.709,3376.156,4192.619,2948.4272
PTPN13,1.5914613,1.8575178,1.2966945,0.3670706,0.6677865,1.8630385,0.7555093,1.2798126,0.3606007,0.5108127,0.7309265,0.93249863,1.3901864,0.73912466,0.98067904,0.55936205,0.70832276,0.5102526,0.69996727,0.48752877,0.45538753,0.8944863,1.5039916,0.74544686,1.2411752,0.82555044,0.61906254,1.7890147,0.8994875,0.48600087
CBFA2T3,365.2882,321.36118,376.5199,184.49771,246.06912,1731.014,796.9685,294.68494,796.48627,866.00714,1592.8802,813.8937,284.65115,554.5458,295.5482,1204.2568,327.61993,277.99576,340.6734,1737.6296,234.15164,393.6156,240.65611,1117.7782,474.4396,1344.6162,259.81805,524.24884,1381.0234,283.5557
