Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
FCER1G,890.0346,2888.4097,2755.7405,744.10223,1521.6777,1170.4324,609.6832,1566.2228,2560.8796,2973.851,437.7345,1034.0708,401.30484,617.79926,341.5621,362.01605,1156.7173,378.1184,1973.7272,1770.5076,336.941,318.5836,2311.7664,1374.7189,1599.7805,1152.6548,2157.4404,506.27722,1185.437,384.0259
CREG1,1783.4086,786.8156,925.75354,1142.4084,3185.4912,2259.257,841.00366,387.05682,2300.0771,327.44604,804.48944,391.80768,1247.8525,283.98462,417.63248,1292.7035,354.10245,1602.2382,2030.1953,1259.4349,389.73267,2428.3364,1173.3104,1893.4298,480.21634,334.99365,1863.741,1101.8473,2201.3682,570.59174
RCSD1,634.4157,470.6982,653.8723,973.3065,1806.1627,404.52124,938.5814,2168.5518,397.9591,379.76923,401.2091,883.6466,568.9621,332.28833,1940.846,514.6438,300.60712,1256.9922,875.48145,552.3803,493.34335,1123.2394,283.87408,1480.6422,468.88565,1016.661,863.5708,695.4923,2213.1897,2126.2808
MPZL1,1969.4265,3816.4023,651.4654,2198.9268,777.86804,3049.556,682.57684,4848.093,910.9807,2760.229,3294.9966,1137.766,3040.4607,577.1518,1472.5347,2042.4877,621.53375,2025.9752,704.96765,2909.391,912.485,1769.9263,926.86304,641.1883,809.3839,3168.2673,3669.7378,633.5938,797.98773,1676.9921
MPC2,2052.7983,7141.877,3057.2312,539.63135,861.8939,2767.507,2126.155,759.74414,2598.7664,536.55945,950.4541,822.8003,3629.8247,1415.005,2006.427,1337.8855,1386.5034,5684.1704,1447.1967,1204.3374,2826.3994,1280.9858,3611.6099,3805.5576,3019.1462,779.1996,1082.3533,4987.818,1264.8252,2305.478
ATP1B1,75.03723,108.92708,109.0651,81.62665,102.26777,79.577324,133.4857,82.3027,102.11118,97.6833,83.726135,98.75342,307.2038,50.61667,131.87328,97.191376,61.91192,57.111694,48.87411,48.689247,43.892593,40.612747,64.84283,44.69214,148.15302,89.01368,76.50444,130.68439,112.47883,357.0268
CACYBP,3168.417,1469.9818,2839.1758,2725.2642,1204.3514,688.12634,1353.3792,4560.3955,1713.7971,5672.301,4095.8345,4135.0693,1964.7976,635.173,785.5586,734.1216,2454.4397,1853.9043,1974.0662,1950.7955,3131.478,6577.852,544.8788,2868.5483,741.8589,1382.773,4721.28,2172.077,2592.1616,4051.7888
ABL2,380.97937,254.03156,263.51285,493.38022,202.2913,523.09204,560.94104,1254.7905,347.05356,392.89655,1528.0874,582.9576,1245.5624,291.0258,1089.263,1269.7686,1140.3716,215.539,289.77765,2139.1978,290.10992,223.69214,243.78769,409.17084,322.33798,1087.7788,202.19003,317.6313,241.33063,300.7019
TOR1AIP2,3471.8005,4136.2476,2659.745,2365.6433,3658.3806,997.8612,3207.2788,3240.802,613.30145,4841.2446,6513.888,1984.2194,717.80896,2029.5491,1109.12,2760.9897,2090.462,1389.7332,580.4004,543.0132,3679.459,477.1384,4353.591,1736.435,5342.5703,2936.235,3381.679,1290.721,784.3817,1577.3782
RNASEL,70.500145,24.032341,27.752583,28.257126,57.820465,85.71106,36.75517,28.391232,19.524021,21.11319,27.743635,22.188908,21.742846,18.151176,20.814074,35.57836,32.372746,27.748495,27.67804,85.68242,25.972881,47.63282,29.154846,18.873222,37.75895,88.02273,18.96175,20.592802,23.039703,28.266155
RGS16,139.73279,71.367584,114.500244,39.447037,63.624302,236.76917,91.91321,56.094994,93.8162,63.112373,115.429504,144.36377,117.53497,45.836212,74.15784,79.82076,62.310677,53.46716,245.78716,113.73379,186.21295,90.16666,49.002228,228.76263,117.787285,204.59492,107.13441,99.37366,87.524605,51.51262
ARPC5,517.2988,1490.5012,1330.9786,580.792,889.8098,2021.2771,901.1737,2963.3794,2133.1587,2363.4888,1989.9626,3251.273,1922.236,490.14215,777.1632,550.324,3434.7852,1616.9723,805.9779,705.07007,2083.12,3910.6335,1747.584,3039.767,1017.0644,1299.8002,1259.5786,3069.5347,3962.558,706.47235
COLGALT2,226.98584,342.3034,540.17566,288.97766,159.06226,503.75497,154.66862,508.54385,834.56335,202.42943,160.11942,150.00829,239.30609,176.07997,365.0955,188.5984,161.5613,471.9781,395.05325,446.61707,141.18863,681.79785,344.36517,378.68146,223.06508,380.65778,179.55777,144.80728,321.86548,319.40247
FAM129A,90.538445,33.451687,28.505543,10.7828865,42.70894,17.898235,42.41525,55.823,17.835478,13.866513,23.590626,43.197636,48.562202,16.037521,19.491932,39.156597,25.874947,24.290354,17.677982,12.845822,50.99415,45.56806,76.599686,45.95279,30.866524,60.12359,37.000946,36.150726,19.825392,49.35913
RGS18,18.739801,23.758198,35.08538,15.183327,29.552124,81.575645,23.000572,56.138367,15.357325,63.69076,70.9521,63.748344,77.1491,67.250854,22.376919,24.15768,27.483414,25.909771,60.98377,43.030014,18.401335,84.5086,25.574684,41.29387,45.711166,71.68547,18.264956,25.5709,42.040245,38.17061
CFH,150.15913,762.3987,298.76862,852.1719,206.9829,206.25543,308.8338,223.767,436.48593,342.1417,455.84464,299.37463,511.4961,144.29268,341.18652,532.17535,817.4269,487.5581,279.80963,161.34735,399.02646,552.01196,241.85812,204.13666,547.6655,479.1648,161.94571,138.68893,924.0845,1555.3236
ASPM,3526.4988,1585.582,1763.4072,2125.1826,2412.4194,2019.6011,2603.442,1762.9656,1113.7268,1214.429,617.76013,473.36542,1316.1003,1355.7751,857.9452,890.853,3449.7258,477.7217,3403.891,552.7,890.0044,696.8692,512.3146,539.4375,722.7802,1470.4834,1866.1011,453.71252,2633.524,1144.1912
PTPRC,41.7932,38.13309,31.775297,78.66931,53.64914,99.524414,68.58156,50.347706,52.856216,39.616207,260.63885,30.272106,78.58141,104.71659,49.805176,40.235466,33.659798,136.56372,43.930492,43.916546,38.553352,71.87427,49.912758,141.43678,60.37057,132.3287,28.332115,57.787613,102.998604,47.675934
PTPN7,4217.7803,826.56635,1897.0085,1832.9684,2981.6973,886.5665,2858.9646,4111.759,873.6123,716.01404,1080.825,1396.2698,5283.376,2926.3691,7415.304,1126.9536,3693.553,2350.8962,4746.815,1265.8987,7893.2793,1218.3893,2050.2944,4420.9834,764.23785,6990.962,6320.0024,762.3082,3405.6956,2059.6821
BTG2,854.28296,620.721,1631.6038,333.88068,2851.2854,1417.3727,888.1548,453.6391,2225.0254,1482.3857,510.14502,985.35876,2731.847,321.0083,2914.6492,1555.7117,737.2615,770.07117,316.43512,721.15247,839.6406,589.96277,1541.7882,526.93665,1098.8816,403.87695,2624.0903,351.18082,423.01764,498.9309
MDM4,861.0235,3643.5725,407.5025,1133.0481,1238.0795,310.09155,334.4212,1872.2285,2533.2942,474.67072,572.45807,1145.6259,961.23,287.95728,444.4717,1750.6362,660.4056,395.95218,1033.7495,460.24323,567.81586,2114.2688,1188.9249,480.1947,1532.9675,654.18054,1854.4967,323.41156,626.6987,597.8621
NFASC,21.747284,17.37068,19.864258,57.48356,21.075212,36.113182,38.880234,35.729908,28.121454,15.871737,25.50607,39.7406,22.167995,26.104816,26.115097,47.038055,23.523508,62.59243,35.511036,31.420187,51.80346,17.558289,17.791563,14.895198,23.422012,17.729404,35.773827,31.58405,42.979088,42.10376
NUCKS1,2093.625,1914.4749,1717.7256,3113.9927,4078.626,5436.3584,723.76013,6991.358,1032.3386,2354.1672,2712.3818,3698.297,1960.1979,1300.5166,2383.8809,1556.636,1160.7812,766.84607,2278.9216,2147.924,2900.998,895.1996,2902.2405,1836.8558,1796.3843,2528.6865,5358.4375,2368.124,1294.8732,1925.595
LINC00467,620.4208,717.84595,890.26697,450.02057,1274.6648,1750.9532,2375.2363,1845.334,838.48975,360.75922,1070.9288,1234.7236,1151.0852,1388.4583,343.27945,792.9945,1468.118,447.54288,444.3825,818.5669,822.8958,280.93,939.8048,474.51892,320.88458,413.91364,1965.9011,616.2004,1383.0752,350.5796
ATF3,31.766006,26.49343,24.511522,33.655888,20.634798,27.100449,90.01148,146.8655,93.00463,19.867134,56.614697,23.125498,21.58873,26.554312,93.43414,71.99162,47.865807,29.933952,45.556786,57.84716,44.22914,32.807034,16.292843,97.85789,28.529867,23.361145,35.82726,19.206465,116.909546,65.54491
BATF3,41.13985,84.31247,67.43231,41.873962,41.409924,84.58862,62.97075,142.31369,91.059235,77.04179,157.76808,29.663273,100.29239,67.560936,47.817184,55.040535,81.32405,86.26308,53.33737,54.082695,78.03146,33.080143,56.496025,51.26079,108.71544,48.393436,42.29402,99.27074,42.01528,62.324036
CENPF,4551.071,1416.1625,3580.3962,4493.9736,7443.7593,6968.0747,1047.0918,10310.597,1460.0259,1083.22,7067.0234,1076.1023,2656.8542,2042.7986,6560.802,1811.3999,5476.3813,1223.3696,3676.8748,6584.447,2143.5967,5204.4937,1192.2661,1019.6896,1556.1746,1052.9092,2940.6243,2016.1394,3637.2983,3249.3296
MARC2,135.3609,71.74858,63.43911,61.018257,79.995895,72.93146,220.83777,64.30307,304.15292,110.43059,239.07501,97.09591,117.67845,98.535225,103.667206,161.73148,64.38468,96.01962,51.421967,84.4357,54.276356,266.37192,53.861313,281.76678,101.951126,132.08675,59.232494,58.749767,95.2169,123.70175
TAF1A,64.67565,47.107887,31.919388,29.62392,33.585518,82.82137,41.467102,68.700714,33.69111,21.84288,36.496353,26.127377,27.945328,82.404976,55.824425,43.624958,30.19373,21.59874,61.638077,63.7958,29.585852,23.678757,36.22159,25.359509,31.331594,21.413895,22.253769,23.300617,33.63764,24.521965
HIST3H2A,603.42224,1698.0781,1400.2461,1037.2969,1030.8154,2164.0874,1392.6204,3775.8662,910.4191,1307.2881,2201.1929,1508.1775,1653.5668,3031.4658,2789.0496,2019.8655,1324.1641,3860.5981,2477.7598,3184.3745,406.5367,506.76147,891.9531,418.81723,2023.637,1173.484,540.20984,413.9456,1631.2244,2053.0425
IRF2BP2,731.4179,893.7086,248.30896,330.4727,411.86905,639.0608,218.72096,1246.2592,723.5137,215.53558,1612.0205,206.48097,252.44589,201.36104,485.27277,640.199,247.98355,225.57364,1374.363,350.7526,252.9996,492.44797,615.4105,743.1793,281.36026,1353.87,703.5323,332.95837,290.90982,831.23315
SMYD3,4708.5396,1969.6099,977.2645,3507.2354,557.86414,2672.6423,975.698,5652.084,7788.1836,2684.1936,3211.4072,1878.6953,870.80615,1741.0822,727.1588,720.3545,1856.1333,777.40826,1208.1405,4120.316,823.2619,1790.8801,2265.1892,898.9108,1442.0414,2712.6143,1221.2169,526.6151,5564.6797,3308.7705
RSAD2,74.55682,97.935844,220.88269,60.914055,349.67813,123.01865,110.5416,139.56833,143.99261,61.35463,84.097946,194.03561,109.9921,186.06856,174.5071,258.49536,130.92865,185.71802,68.93425,76.98444,91.197586,114.33838,93.92818,224.00528,108.19441,213.89389,158.62082,103.47417,196.00061,73.09578
ID2,486.76236,131.43929,164.05026,105.22728,118.87108,294.72882,173.74982,93.689804,167.93182,149.67714,85.04869,101.73811,88.10091,136.72253,341.9631,394.74713,364.8241,306.09033,91.74033,381.13763,504.3584,465.4392,81.012695,219.11742,136.6029,177.81711,78.85155,625.08734,106.39186,297.30945
IAH1,203.34946,400.97522,232.26862,258.08954,141.77055,236.52417,94.3472,240.09875,272.07953,419.72018,246.0924,71.317986,112.46662,90.6855,178.1131,284.00018,281.47363,137.59708,124.15979,154.73268,259.9698,200.33481,293.37033,123.811325,471.14032,175.5413,406.24335,290.39407,239.776,136.10126
ADAM17,194.61845,638.64294,423.95557,389.56818,306.9569,163.64816,304.91507,767.79724,394.7651,363.68692,215.13443,330.09686,192.87689,198.29536,175.11382,157.94406,218.36598,182.36415,357.52893,513.947,168.63602,313.59296,506.87802,177.00783,787.3588,888.35046,584.5242,196.42691,222.74683,414.36334
RRM2,829.22217,782.369,2615.5503,730.04126,3147.8506,478.1219,606.68915,2048.3467,567.52344,636.37054,600.7104,1872.8303,2575.391,2073.8848,1325.1272,2034.581,571.86536,1098.6454,3218.5154,399.50284,1876.3878,1427.4435,1149.3805,1514.6157,1590.2942,637.1124,2923.4756,967.66174,681.1176,2479.8828
ODC1,1291.8317,1439.3677,6253.8965,2621.5232,6535.8936,8652.463,2242.9546,2794.919,1186.8456,5185.7754,2001.1924,3220.3298,7717.7046,949.4655,3443.7202,7543.1025,8317.906,1730.6044,1841.4233,815.4615,780.8286,3792.4338,4387.793,2291.705,1484.2739,12344.457,4346.532,740.6176,2770.9224,810.5432
RN7SL832P,28.470474,44.417545,14.278639,21.645054,27.91526,110.76909,18.474823,19.795866,33.541367,21.08757,40.957783,16.581104,19.787308,18.928905,42.1494,38.35105,32.880165,16.641096,24.852898,88.7924,30.112177,42.76416,45.046547,31.37595,21.545122,43.721977,60.658363,26.386318,21.12805,21.127764
MIR3681HG,24.212246,63.606804,31.615025,31.46117,22.288143,33.157837,17.886744,75.1752,37.928555,18.810396,51.019447,22.636692,24.609055,12.948991,19.54855,47.032326,35.98262,66.376465,49.86813,23.083834,24.661339,16.605047,16.727423,75.66477,19.066778,63.82473,28.398397,18.346369,35.54976,21.429672
DDX1,716.99585,2959.3857,3539.6548,643.068,6815.473,5410.7876,2480.1802,2027.1038,6533.465,759.81573,3417.3076,608.1244,861.42163,2290.287,1066.3353,849.60706,3278.6929,3496.6357,3647.2783,807.882,2887.3792,1754.6189,536.1894,6248.615,1904.3573,2777.6763,1248.934,698.01117,622.55066,905.58765
CENPA,2589.7034,660.1389,1446.7173,1246.5122,374.62082,1619.0033,526.153,1740.0045,561.2686,2433.796,487.60794,626.24304,415.203,2403.304,419.43008,1896.5271,4647.5415,1835.8127,2095.7493,491.0865,550.6563,1022.8681,1222.0273,475.77887,908.1294,612.1832,366.4879,755.69214,1648.5505,554.429
WDR43,2161.1863,1620.2054,3555.1445,1819.4908,10682.277,5149.1616,2621.1233,796.39233,2941.0107,895.4729,1896.6948,677.1483,6269.869,1021.653,1174.4264,5883.7227,824.05597,2323.849,4445.511,1157.3643,870.2312,917.6597,1213.2283,6328.176,953.1637,3233.4878,850.2106,3465.6814,3566.8914,976.79596
YPEL5,364.03217,181.69385,267.74637,151.91566,692.7931,257.4635,219.54681,785.4485,223.70264,197.94608,558.94775,306.03162,565.6183,460.53992,408.69153,341.2297,235.47963,204.12218,195.59224,161.65674,323.66656,138.99648,479.85175,689.7589,640.7664,136.22678,405.40637,295.22012,325.85098,197.09962
LBH,83.723816,196.05084,234.96072,98.86708,460.3484,503.90454,382.02188,389.53094,460.1381,430.52777,189.99455,271.77466,122.625015,165.564,216.32796,192.82451,111.44732,357.79736,96.27716,245.80826,195.9435,262.9789,98.857506,185.5439,524.6234,70.65433,213.58124,161.74338,97.18317,269.80295
SRSF7,1480.489,907.61285,4356.4756,3820.4773,2200.6257,8003.9487,1551.062,1061.6814,3687.7153,2041.3458,4808.395,894.6772,802.0363,4739.442,1556.6665,2817.3496,8144.552,3761.849,2587.1672,4649.9395,1924.1179,786.07697,1289.0912,757.02,7041.8154,1332.7219,5108.148,737.8445,993.1986,4046.3037
AC007246.3,177.38045,224.59155,267.9419,201.72198,2432.9927,563.761,1518.8125,963.404,216.13571,715.52844,245.65454,684.33203,678.22894,600.44946,900.759,232.65027,979.4254,1395.975,840.42084,229.48528,199.51443,186.40096,1063.9077,362.2546,349.6324,328.08582,272.0223,726.6991,1405.2953,526.6808
ZFP36L2,545.96924,310.6412,1085.7577,288.74695,1097.4294,321.67212,688.9706,583.6022,2210.0693,581.28394,1256.8129,1252.807,729.0511,639.32623,537.228,219.83684,207.39517,236.86884,1291.6398,529.31665,406.89978,415.3214,1280.1614,240.98224,563.1219,275.92313,675.7066,750.3318,453.85425,777.9225
PLEKHH2,119.258675,98.56145,424.58563,72.796974,119.70886,129.42741,97.11219,111.55173,94.72584,186.08398,113.9546,277.9231,87.08389,91.836945,163.02397,250.47945,124.05415,485.22336,121.9805,87.51861,191.41441,180.87828,114.30938,178.77455,125.86331,89.30832,217.78299,101.24102,269.3226,154.15327
CALM2,3770.9165,757.93225,4902.071,877.1559,3593.3813,2583.2417,2869.6838,2300.3257,876.9125,863.5572,4063.1816,3472.775,3581.2124,1408.3009,832.75085,2777.7734,5021.668,1530.5415,1201.4032,5863.6875,1902.0681,3974.0967,4733.662,971.6304,2974.3896,1145.0984,3544.733,1361.4073,1364.0715,1497.6771
BCYRN1,4909.581,1009.79456,768.3335,5302.471,1058.411,1092.0922,3358.4834,4870.75,2221.7214,872.82117,11293.586,4066.4612,891.39264,2591.224,849.2783,4206.004,4318.124,4302.455,7014.1367,6287.499,1168.748,4488.8164,4306.929,8917.243,1323.6138,4463.046,1086.7822,1665.8774,9582.375,5863.667
MSH6,1007.20776,561.3168,1175.2234,327.122,965.2462,2676.7617,586.2268,945.1011,416.92984,1397.6895,880.0751,1169.0984,702.57745,531.33514,2704.8887,1161.8738,3568.2356,2768.117,2216.0732,503.23257,647.68054,466.80713,2115.1814,776.19183,2673.3896,860.46265,405.57556,1155.3956,2410.745,429.38284
UGP2,821.55444,1639.9331,536.5852,882.2954,720.14734,1614.9991,402.55176,1047.3005,280.45782,920.8373,1395.6721,456.59964,305.02264,250.25409,286.89746,1462.9645,529.19684,1124.113,298.91693,374.10193,322.43896,797.604,306.21057,321.82922,534.9884,360.22296,567.6441,328.01654,2195.1638,1420.1045
PLEK,83.96492,180.8143,63.261143,82.423935,89.002914,248.47614,53.834938,94.86899,226.52809,72.45129,349.70538,36.22137,297.5254,209.40524,145.31665,78.99927,189.63142,115.01721,150.12595,115.0164,58.3956,270.5475,162.88443,442.86676,38.780922,301.65765,47.62872,60.44863,66.77237,229.53857
ARHGAP25,35.785442,51.49836,52.14392,79.084595,83.68975,110.90807,41.5094,107.41704,36.497982,25.1904,77.440765,31.498947,125.59524,40.322227,59.691063,42.98223,30.338905,48.438843,55.147827,53.730423,71.765915,33.53682,66.724,146.31935,61.296413,50.13927,31.07862,46.86681,77.88034,66.554474
AAK1,748.0375,1052.0201,1546.5823,287.24805,1555.0634,1374.0559,1562.3962,418.66577,440.8139,387.4058,3806.3555,1750.759,1465.1907,954.5586,576.2032,2120.4968,467.0896,1702.523,398.8242,3027.8188,493.1904,427.77106,953.0688,841.47235,737.5059,1094.2101,670.7635,464.08463,828.2438,674.2963
NAGK,214.14117,116.03576,83.24094,141.05502,231.40227,118.88675,90.27258,184.82132,120.90187,78.13273,154.63284,251.00537,78.873505,71.83321,100.50316,199.16467,281.54327,156.0138,220.98073,266.24936,208.02399,285.19205,304.21494,229.43826,81.7314,148.81221,79.959625,89.882515,76.36377,88.00397
TMSB10,963.82385,9411.037,8970.504,1504.471,1145.6786,2522.415,2142.8196,989.1844,2180.4736,8366.675,1304.8845,2217.5417,1174.7925,2429.0933,4197.4424,1780.8208,4490.004,3375.1047,7264.577,1139.218,5919.66,959.39557,6570.828,5469.788,4663.1045,10463.69,901.07153,1365.0007,4196.3174,1318.3615
CAPG,460.98178,1076.5958,1108.4797,256.65988,401.00952,414.93536,2672.3538,701.75244,3583.2126,1085.862,683.3832,971.2527,910.7182,660.7221,872.1388,1114.3958,1445.1812,801.59875,475.18,792.34216,835.55005,252.32597,771.5056,1245.7894,1148.3699,271.1261,618.39734,2243.811,609.9917,280.22113
VAMP8,2396.4194,856.31805,1631.1318,544.49066,1632.8398,6238.634,1164.4479,1591.9965,3577.7798,1213.4913,4379.5684,834.22314,6620.12,2011.7628,621.8434,5513.333,585.524,1750.8044,1052.699,5162.25,1385.7704,859.85706,5295.376,2047.6597,774.2298,2196.711,4359.8496,903.87683,4332.8257,3782.9624
ST3GAL5,101.781715,51.6102,114.02684,91.10345,53.239616,95.72778,53.230545,169.88565,63.184456,233.45038,64.22447,88.92058,297.60327,60.61872,133.63074,107.33031,45.232468,88.31842,147.77339,237.3849,53.39942,55.412457,157.07274,145.11562,65.0403,81.94495,104.28459,84.01083,120.48756,165.01129
KRCC1,325.26675,107.42122,173.55183,205.8259,73.22005,178.66956,115.549034,309.78836,184.39969,106.141975,225.2998,283.5404,144.978,178.79434,86.195564,159.68454,209.92537,318.11612,255.46394,136.14285,150.20639,131.18768,193.63634,306.30853,118.12509,205.16696,220.0076,88.466934,96.96675,69.83499
FAM178B,293.03302,300.63135,937.7097,232.06909,500.3147,794.73706,2002.1631,962.59155,2623.2732,1323.1028,721.59393,795.7453,266.12762,1067.4128,476.0558,850.18286,270.47043,1752.4282,273.34424,1308.6735,1281.3136,257.52304,262.15234,334.769,715.195,283.31604,1256.7422,950.24866,1087.542,321.54395
BCL2L11,802.84827,1670.2499,886.54675,561.69006,276.72928,299.3003,187.74274,911.37866,293.77902,263.8206,758.90454,450.49878,685.3003,526.6919,777.6666,1199.659,175.52103,2159.2344,641.2825,451.53796,180.46777,157.90373,512.91064,743.481,190.63757,1019.9197,229.49715,307.55945,419.35114,169.99312
ZC3H6,108.21645,53.166264,63.609467,50.195168,146.02176,42.826218,47.882793,86.54207,137.46324,60.64956,283.8498,55.21596,39.828476,63.69447,61.206146,76.6617,55.07886,139.7488,41.838425,66.29367,175.34497,61.625908,126.24437,43.517612,81.78494,40.345234,47.77153,66.26952,98.84063,154.2584
SLC20A1,271.7296,186.20163,1287.0027,160.2528,523.2432,277.3852,937.09265,934.8007,576.8177,934.4149,208.38228,172.47661,994.4004,150.7071,979.2405,840.867,1117.1008,312.19205,197.38782,1627.905,156.77986,160.60666,329.8336,450.22107,461.3026,1076.0938,1201.3134,612.3752,479.46667,248.80986
DBI,3198.3936,4574.0117,1155.1893,1869.696,1774.939,3387.192,1351.9038,5895.258,1455.5978,5525.957,6892.4355,4032.322,2470.3086,776.4162,1034.0502,4919.16,651.93805,871.1036,677.81055,5366.915,630.9715,3477.485,6381.371,3890.758,4186.252,3444.89,2610.8914,746.9005,6287.1206,1669.5002
GYPC,4774.0366,1209.7051,3251.8691,2267.205,6353.3184,1160.3992,5020.774,6830.155,6379.341,2932.4934,4568.6484,995.54834,1065.9309,1785.1343,1742.632,1080.6304,1931.1631,5408.234,4592.9434,1200.5557,6755.6523,3584.8728,757.0442,4352.2744,1070.8573,784.67596,7982.833,845.96643,4477.3613,4369.463
ZEB2,252.02002,384.99823,341.61356,332.51242,472.75583,1337.8583,993.04834,308.42126,974.4727,633.0117,1180.371,231.00829,1191.1576,179.8049,509.0481,503.88245,664.9124,239.44174,231.75053,323.84653,422.1576,352.11163,366.02734,319.5733,310.14847,195.38051,191.80505,214.52167,666.58545,454.7109
NR4A2,48.773193,43.086853,67.64215,50.701897,129.5355,39.355507,60.098633,44.407,28.161465,57.77628,169.87173,27.171738,45.649628,101.438545,40.450665,32.35971,45.2163,46.750225,27.316591,82.21504,46.004684,66.76074,77.66038,52.81228,80.10008,138.89137,260.7345,106.97207,40.097965,164.06168
CYTIP,64.40709,85.77812,29.367496,35.57263,100.73093,111.13007,77.391335,39.19683,81.19078,31.248436,166.4703,42.54097,116.240204,50.696026,76.24744,54.299717,36.07119,55.62275,152.92921,76.114685,24.433687,39.109657,57.246315,61.97892,69.90047,26.993347,32.49265,39.564796,82.67397,57.112667
SCN9A,64.43411,70.23398,120.527466,81.1967,249.44533,302.32135,164.77582,110.247696,109.41482,134.56628,175.42024,60.52752,87.06371,103.54284,52.906464,57.50812,263.73874,317.46985,92.97557,109.10015,124.82248,58.816566,99.00731,82.63162,89.42829,77.60173,115.501945,49.885826,148.39459,169.0686
SPC25,1844.3844,2073.3848,260.5626,307.7305,1544.6165,343.95538,1100.6289,454.51376,1050.0271,979.3196,2383.068,3034.7808,286.239,2511.104,1274.2162,864.35516,1480.5972,1181.1818,439.28784,1703.0156,1431.692,3858.9248,1696.6971,2201.3237,2049.5742,305.82523,474.74316,363.78973,366.74127,1668.8436
CCDC173,65.22519,49.429916,77.478325,35.918694,191.56459,106.01103,132.76022,98.86096,48.954365,60.167698,38.37578,36.25252,49.578354,31.510277,161.4237,57.667053,32.76977,71.415764,104.63969,65.480446,56.234715,72.293526,154.28604,31.112284,41.525284,79.16766,38.63495,27.840559,88.20796,59.95717
GAD1,603.7132,2299.356,1022.4962,292.23547,2154.546,655.7008,1253.2102,1415.4116,295.0974,646.9752,1307.241,383.43536,1508.0815,277.7374,1739.4426,2065.3704,609.3059,1863.2793,429.3725,510.22455,1077.1064,1384.8434,1342.6697,1686.7488,1062.082,1400.7795,855.7842,292.11343,1216.7942,847.0762
DLX2,15.559072,18.180073,15.745958,11.102985,34.38909,33.68967,20.760172,14.546578,24.153996,10.717362,13.131186,20.355343,11.714008,9.709218,17.537394,34.392982,33.303886,17.5672,13.7909565,36.520138,14.737279,29.851131,11.22428,15.319716,20.781109,25.845707,28.443783,12.088444,19.472204,8.323602
NFE2L2,991.7784,780.7577,394.61652,1153.4065,3002.9507,1906.0105,951.5934,1674.2621,317.53546,327.2003,763.28613,270.985,1802.5151,326.67358,1674.8319,922.9497,2186.4365,1670.3214,650.36865,1303.0226,615.47864,694.5137,975.71155,435.55148,321.0959,1041.6187,2606.5244,395.1598,866.4079,1616.266
TFPI,157.27194,274.46713,562.1659,471.0735,187.75624,213.7069,252.68423,413.11902,517.30444,434.67703,905.0082,198.98662,489.68997,235.48444,187.2901,594.50757,232.80064,157.49997,609.5055,1409.2452,157.17612,338.03918,181.57333,714.997,241.03812,605.8991,189.07849,345.23962,228.60342,132.04254
HSPD1,2686.062,3784.3794,3556.4312,1249.7556,4446.734,8072.0586,2250.165,702.5758,1360.4794,901.61664,4017.4941,671.1033,3863.4639,1061.7305,750.28186,1319.6996,834.1851,1198.7914,7569.604,2827.0376,1008.2731,1352.8964,5683.0684,1047.2568,4838.3228,2499.0671,818.5198,1419.5115,869.99335,2717.956
