,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
IGKC,-6.1156476e-11,0.0016275486,-3.505328e-12,1.8408402e-08,-3.895804e-05,,,0.0,-1.5576367e-07,-1.18998775e-08,0.00028632558,,-3.321841e-11,-7.404221e-08,-0.00038059126,,-9.8351e-13,3.4833467e-09,,4.622958e-13,,2.1238675e-07,-0.00010061943,-6.986425e-12,,1.1292716e-08,4.0632486e-07,2.9690488e-12
IGKV4-1,1.9080849e-14,0.0,0.0,2.291779e-08,8.2463026e-07,,,0.0,0.0,2.4567107e-11,0.0,,0.0,0.0,9.272267e-10,,3.3306413e-14,1.2240669e-15,,1.1602795e-16,,0.0,-1.3465343e-05,-9.917062e-14,,0.0,0.0,-5.3685077e-14
IGLV8-61,0.0,0.0,0.0,-1.0654708e-09,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.3420905e-16,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
IGLV6-57,1.2349761e-13,0.0,0.0,-3.5941973e-08,-2.244115e-07,,,0.0,0.0,-1.9854207e-12,0.0,,1.9204194e-13,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,3.5033013e-16
IGLV1-51,-2.1242304e-13,2.3841857e-09,-1.0371386e-14,4.5934287e-09,0.0,,,0.0,6.143863e-09,-1.1029502e-16,0.0,,2.5761758e-16,0.0,0.0,,1.5586138e-12,-1.1053669e-14,,9.297936e-16,,0.0,0.0,3.835902e-17,,4.0391953e-18,0.0,2.957062e-16
IGLV1-47,2.411627e-18,0.0,-1.2061336e-14,6.717912e-10,0.0,,,0.0,0.0,2.3983778e-15,0.0,,0.0,0.0,0.0,,1.06157724e-13,4.8305103e-14,,0.0,,0.0,0.0,4.3491974e-15,,0.0,0.0,1.0763823e-17
IGLV5-45,0.0,0.0,0.0,-1.4023206e-09,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-5.4896192e-17,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
IGLV1-44,-1.5736218e-15,2.6345253e-07,2.9082127e-14,-3.4065198e-07,0.0,,,0.0,0.0,-6.6676345e-11,0.0,,-7.63257e-15,0.0,0.0,,-1.3152492e-13,-1.1151645e-14,,0.0,,0.0,-2.9408362e-10,-1.6174507e-16,,0.0,0.0,0.0
IGLV1-40,-5.651937e-12,0.0,0.0,-1.999974e-09,0.0,,,0.0,3.4449046e-15,6.8531574e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.2217639e-16,0.0,8.97531e-14,,0.0,0.0,2.56044e-15
IGLV3-25,0.0,0.0,1.309879e-14,6.384522e-08,0.0,,,0.0,0.0,9.12419e-17,0.0,,-1.4818788e-15,0.0,0.0,,1.4456158e-13,-3.2157714e-15,,1.8195892e-16,,1.45996e-11,0.0,0.0,,5.253086e-17,0.0,0.0
IGLV2-23,0.0,0.0,0.0,4.046403e-09,0.0,,,0.0,0.0,8.991929e-12,0.0,,0.0,0.0,7.1082513e-06,,-6.590117e-16,7.157123e-13,,7.871172e-18,,0.0,0.0,0.0,,-5.1375463e-17,0.0,-3.043708e-17
IGLV3-21,0.0,3.97861e-08,-1.0079326e-14,-1.2130196e-09,-1.192093e-10,,,0.0,0.0,3.0182808e-11,0.0,,-2.2557098e-17,0.0,0.0,,-1.3419405e-13,2.1791872e-14,,4.9683575e-16,,0.0,2.2369406e-05,-3.8528513e-14,,0.0,0.0,-1.4648501e-14
IGLV2-18,0.0,0.0,4.678303e-16,1.5278252e-10,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,-2.0241903e-13,,0.0,0.0,0.0
IGLV2-14,0.0,0.0,0.0,-2.8194927e-10,0.0,,,0.0,0.0,-1.4336098e-11,0.0,,0.0,0.0,0.0,,1.0366513e-13,-2.6529736e-14,,-5.308157e-16,,0.0,8.399378e-07,0.0,,0.0,0.0,0.0
IGLV2-11,0.0,0.0,-4.280281e-14,5.280791e-09,0.0,,,0.0,0.0,1.8915008e-15,0.0,,0.0,0.0,0.0,,8.0078e-13,0.0,,0.0,,-1.0662422e-08,0.0,0.0,,0.0,0.0,1.1290776e-15
IGLV3-10,0.0,0.0,0.0,-2.1606967e-09,0.0,,,0.0,6.811859e-17,3.3378964e-16,0.0,,0.0,0.0,0.0,,-2.664282e-14,-2.035211e-14,,0.0,,0.0,0.0,0.0,,1.7578893e-17,0.0,0.0
IGLV3-9,0.0,0.0,1.6408541e-14,-4.189766e-09,0.0,,,7.268786e-07,0.0,1.8628613e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,4.906131e-15,,0.0,0.0,3.3466272e-18
IGLV3-1,0.0,0.0,0.0,-1.7257776e-08,0.0,,,0.0,0.0,3.3117406e-12,0.0,,0.0,0.0,0.0,,-8.065293e-16,-7.6392626e-16,,-6.973639e-16,,0.0,-4.297495e-07,-2.6055885e-15,,0.0,0.0,0.0
IGLC2,-8.2219087e-10,1.4329478e-05,-6.3216936e-12,2.6775158e-08,-1.2886732e-06,,,0.0,-2.9682052e-09,-2.3048301e-10,0.00010114099,,4.7350535e-12,-3.9868883e-08,-3.5790137e-05,,-3.132374e-13,2.7653372e-12,,3.78942e-14,,-1.2532033e-08,-6.765309e-06,2.0349548e-16,,-7.665666e-12,7.1614703e-10,-2.8286423e-13
IGLC3,-7.5014273e-13,0.00015582844,9.071352e-14,4.4658012e-08,-1.1837982e-07,,,-9.188056e-07,-5.031071e-15,-2.1226447e-09,0.0,,-1.4049051e-13,-7.417467e-09,-7.019023e-05,,-1.948533e-12,-3.237545e-14,,7.40807e-15,,1.983025e-09,2.6696374e-05,5.8305444e-16,,-7.2713544e-11,0.0,-1.0531443e-13
IGLC7,0.0,6.7055224e-09,0.0,-1.3351608e-09,0.0,,,0.0,1.4671913e-09,0.0,0.0,,9.250134e-17,0.0,0.0,,0.0,0.0,,1.9151786e-14,,8.332766e-09,0.0,0.0,,0.0,0.0,0.0
TRGC1,-1.4928717e-10,-4.3449978e-05,4.295349e-15,-9.740075e-12,2.3226305e-06,,,0.0,0.0,-9.9217544e-11,0.0,,4.5500597e-14,-1.8013848e-08,0.0003447158,,2.5758882e-13,1.2462089e-11,,-1.3992538e-12,,0.0,0.0,-1.6481996e-11,,-2.8530012e-17,6.8724157e-06,6.9695226e-16
TRGV10,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-9.94036e-14,0.0,,0.0,0.0,0.0,,-2.5182763e-16,-2.7578517e-10,,-9.858384e-12,,0.0,0.0,0.0,,0.0,1.1920929e-09,1.8027047e-12
TRGV9,0.0,0.0,0.0,-1.2416543e-13,0.0,,,0.0,0.0,-2.0192181e-14,0.0,,1.4489996e-13,-9.0267925e-08,0.0,,0.0,0.0,,4.5353155e-13,,0.0,-8.8566325e-05,0.0,,4.264149e-17,5.6624412e-08,0.0
TRGV4,4.260611e-15,0.0,0.0,1.9172981e-13,0.0,,,0.0,0.0,7.417456e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,,-2.855612e-14,,0.0,0.0,0.0,,0.0,0.0,0.0
TRGV3,9.454764e-10,0.0,1.7855495e-12,8.327254e-12,0.0,,,0.0,0.0,-3.6067496e-11,-9.472423e-15,,0.0,-1.0596382e-09,0.0,,0.0,5.541043e-17,,-2.263089e-16,,0.0,0.0,0.0,,0.0,0.0,0.0
TRBV6-1,0.0,0.0,0.0,-1.707047e-16,0.0,,,0.0,0.0,-3.947892e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRBV20-1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.9577496e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,,-1.4016874e-11,,0.0,0.0,0.0,,0.0,0.0,0.0
TRBC1,-8.858537e-12,-0.00059789105,0.0,-5.324479e-10,-6.6156266e-05,,,0.0,-9.169973e-09,-6.7465555e-10,-6.962674e-07,,1.8378736e-12,1.721912e-08,-0.00033821736,,6.899693e-14,1.6925596e-11,,-1.5138573e-11,,6.2378613e-09,-4.8740145e-10,-2.6456508e-12,,1.9820551e-12,3.2343864e-06,4.2002657e-16
TRBV27,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.2280374e-15,1.6008104e-07,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRBC2,1.4257434e-12,1.9818545e-08,2.0535465e-15,-3.2003098e-09,-6.248971e-05,,,-2.0047724e-05,1.9112917e-06,-1.4012156e-09,-5.199228e-07,,1.6673914e-11,-2.1874905e-07,-5.997545e-05,,-1.06825796e-13,4.9158944e-11,,-2.981832e-12,,1.2098818e-09,0.0,-1.6077843e-12,,3.3818515e-14,2.202735e-05,4.4749915e-16
TRAV4,0.0,0.0,0.0,6.9838773e-15,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,8.577139e-14,,-6.641812e-16,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV13-1,0.0,0.0,0.0,0.0,6.5586864e-05,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,3.1371728e-17,,0.0,0.0,0.0,,0.0,1.1920929e-09,0.0
TRAV12-2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,-1.3493027e-16,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV13-2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.5455774e-11,0.0,,-8.5050465e-12,0.0,0.0,,0.0,0.0,,3.3246305e-16,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV14DV4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-3.6029513e-16,0.0,,0.0,0.0,0.0,,0.0,0.0,,-1.2085696e-16,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV9-2,0.0,0.0,0.0,-8.0194284e-15,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.7351766e-13,,-2.9410926e-17,,0.0,0.0,0.0,,0.0,5.4836273e-09,0.0
TRAV12-3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,4.5725278e-07,,0.0,0.0,0.0,,0.0,0.0,,-2.3860647e-17,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV8-6,0.0,0.0,0.0,0.0,1.192093e-10,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV16,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.14363e-14,,1.334877e-16,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV17,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,-1.5819594e-17,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV20,0.0,0.0,0.0,-5.4323176e-18,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV21,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-1.5921661e-16,0.0,,0.0,0.0,0.0,,0.0,0.0,,4.5559076e-19,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV22,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,-3.871156e-05,,0.0,0.0,,-3.6650866e-15,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV23DV6,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,-2.5788944e-07,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV25,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV29DV5,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,2.3235173e-15,,0.0,0.0,0.0,,0.0,0.0,0.0
TRAV26-2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
TRDC,-6.509528e-13,-1.4901161e-10,0.0,1.1751842e-15,2.682209e-08,,,0.0,-1.2633754e-15,-1.0153573e-10,-1.7029898e-10,,-1.9670864e-11,-6.343259e-07,-5.695555e-09,,9.445911e-12,1.685967e-11,,4.7283492e-12,,-8.436105e-09,2.2107905e-08,1.975743e-12,,4.1671078e-15,-1.2814999e-08,-1.9427016e-15
IGHA2,-3.4425913e-14,-7.4505807e-10,0.0,-1.5689036e-08,-4.5830586e-08,,,0.0,-1.5887516e-14,2.2145154e-11,4.8890797e-06,,9.2841845e-14,0.0,-1.1859914e-13,,-3.0474499e-12,8.7276615e-14,,-7.388018e-15,,0.0,8.495505e-06,0.0,,-5.6689146e-12,8.3446505e-10,3.0995887e-15
IGHG4,5.699364e-15,-5.0365927e-08,0.0,-1.1271236e-08,0.0,,,0.0,-3.6390762e-16,-1.1207528e-16,0.0,,4.1657224e-13,0.0,2.6641247e-11,,5.9479796e-11,1.368086e-15,,0.0,,-2.1187012e-09,-0.0007460187,2.530851e-15,,-2.2749692e-14,0.0,6.481984e-17
IGHG2,-6.7287086e-11,4.008636e-06,2.0054762e-14,-4.7372097e-08,-1.0728836e-09,,,0.0,-1.8339891e-10,1.9913332e-10,0.0,,7.536565e-12,2.8875139e-08,0.0,,-1.7301983e-12,4.999996e-14,,-2.4865387e-14,,9.556699e-09,0.0,-7.98439e-18,,-1.1395995e-13,0.0,-1.09225375e-16
IGHA1,1.8996911e-10,0.00022378983,-2.891831e-12,1.4965826e-08,-3.122481e-05,,,0.0,-1.396053e-07,-1.7572367e-10,0.00024540696,,4.2992618e-10,-3.973643e-10,-0.0005739632,,-4.9056557e-12,-2.5935925e-11,,3.762208e-13,,5.12941e-08,0.00034526657,-2.2661117e-13,,2.5129924e-11,0.0,3.2447792e-12
IGHG1,4.4211693e-11,1.0580236e-05,4.1267882e-13,-2.6931902e-08,-1.7752722e-05,,,0.0,-5.250694e-10,4.240996e-10,3.274281e-05,,1.2681881e-14,-1.3245477e-10,-6.386952e-05,,1.5958498e-12,6.563869e-14,,8.1727404e-14,,4.4725848e-08,-2.446202e-06,-4.18965e-12,,9.522913e-11,0.0,3.0590348e-12
IGHG3,1.6095461e-13,4.4703485e-09,2.2647261e-13,4.373778e-08,0.0,,,0.0,-1.5602897e-11,1.4963466e-09,-2.0101326e-05,,-1.3611964e-11,4.914072e-08,-1.9100692e-06,,-2.8621438e-13,-9.5081935e-11,,4.019806e-13,,1.1428745e-09,-4.607564e-05,-1.1376504e-11,,-5.4902033e-12,0.0,-6.424789e-13
IGHD,0.0,-8.9406965e-10,0.0,2.363165e-09,0.0,,,-1.9613504e-05,0.0,-2.4580987e-10,1.7029898e-10,,3.0300675e-15,0.0,4.3458408e-07,,0.0,2.9364715e-14,,-1.4342982e-16,,0.0,0.0,0.0,,4.0712872e-14,0.0,1.3584972e-16
IGHM,1.3531832e-12,4.290049e-05,0.0,-6.1114804e-08,-8.3446505e-10,,,-5.117059e-07,4.3972792e-10,-1.12743835e-10,1.8309695e-06,,1.1937296e-14,-3.218651e-08,-0.0001254304,,-7.3001806e-15,1.2797504e-15,,6.889313e-14,,0.0,2.1747317e-05,-9.556384e-12,,2.2348936e-14,1.192093e-10,0.0
IGHV1-3,0.0,0.0,0.0,-2.0133792e-09,0.0,,,0.0,0.0,1.0372703e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
IGHV3-7,0.0,1.1131274e-11,0.0,-3.78166e-09,0.0,,,0.0,-6.4157227e-15,1.0383585e-14,0.0,,0.0,0.0,0.0,,1.6488894e-14,0.0,,-1.3989596e-18,,0.0,0.0,0.0,,0.0,0.0,1.0034161e-15
IGHV3-15,0.0,0.0,0.0,1.5168725e-09,0.0,,,0.0,-9.1699454e-11,0.0,0.0,,2.391631e-12,0.0,0.0,,0.0,0.0,,0.0,,0.0,4.0913892e-05,0.0,,0.0,0.0,0.0
IGHV1-18,0.0,0.0,7.81866e-14,-1.2712291e-09,0.0,,,0.0,0.0,1.3299164e-13,0.0,,-3.58487e-15,0.0,0.0,,1.5741282e-12,5.883881e-15,,4.836344e-16,,0.0,7.669005e-06,0.0,,7.643192e-17,0.0,0.0
IGHV3-21,0.0,0.0,0.0,-2.4161855e-09,0.0,,,0.0,0.0,-2.0143202e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,-3.669437e-17,-1.0837208e-10,0.0,,0.0,0.0,-1.832432e-17
IGHV3-23,0.0,1.6505403e-10,4.759147e-14,2.154912e-09,0.0,,,0.0,1.6716058e-10,-8.2681924e-11,1.7029898e-10,,3.330793e-16,0.0,0.0,,3.0347687e-16,-9.60174e-16,,5.919798e-17,,1.8593785e-19,3.7008264e-16,0.0,,0.0,0.0,-1.2024561e-15
IGHV1-24,0.0,0.0,0.0,-9.359599e-09,0.0,,,0.0,0.0,0.0,0.0,,2.3983172e-17,0.0,0.0,,0.0,0.0,,-4.7388218e-17,,0.0,1.6797673e-08,0.0,,0.0,0.0,0.0
IGHV4-34,3.3980367e-14,0.0,0.0,-6.510681e-09,4.768372e-10,,,0.0,0.0,-8.462328e-17,0.0,,0.0,0.0,-1.3968271e-14,,3.084627e-13,0.0,,0.0,,-1.9414899e-18,-4.272298e-06,-9.132639e-15,,0.0,0.0,0.0
IGHV4-39,-3.0082722e-12,0.0,9.542786e-16,-3.9118584e-09,0.0,,,0.0,0.0,3.3143023e-11,-3.4059797e-10,,0.0,0.0,0.0,,4.6950665e-13,1.1875427e-14,,1.5246177e-16,,0.0,0.0,5.495486e-15,,0.0,0.0,0.0
IGHV1-46,0.0,0.0,0.0,-1.1793692e-09,0.0,,,0.0,0.0,7.2270545e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
IGHV5-51,0.0,0.0,0.0,-1.4560652e-09,0.0,,,0.0,0.0,4.124808e-14,0.0,,0.0,0.0,0.0,,-4.928263e-13,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
IGHV4-61,0.0,0.0,0.0,-7.49843e-09,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
KRTAP3-1,0.0,6.1243774e-08,0.0,0.0,0.0,,,0.0,-3.2411997e-08,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,7.218213e-16,-2.8150424e-09,0.0,,-3.0412342e-10,0.0,0.0
CFAP45,5.0049513e-14,-1.0833144e-07,3.9769806e-15,-3.3040553e-11,-1.7243623e-07,,,0.0,-3.9870923e-07,7.484006e-12,-3.846092e-05,,-2.22606e-13,1.3245477e-10,0.0,,-1.4047142e-11,3.5489772e-13,,6.20926e-18,,1.3395311e-08,0.00020545477,7.4904484e-16,,2.1134235e-11,0.0,-2.3092563e-14
ACKR1,-1.6950413e-14,6.777775e-08,2.5306885e-11,-4.635146e-09,-1.7239028e-05,,,0.0,-6.51984e-08,-1.8074129e-09,-5.18901e-07,,-2.5659757e-09,-1.6656188e-07,-0.0003205543,,-8.4068856e-11,6.979528e-15,,1.09853885e-13,,4.759052e-10,-9.909846e-05,1.1285225e-12,,-7.8976177e-16,1.34706495e-08,-3.1311054e-10
TCTEX1D2,4.776193e-12,-4.1235824e-05,-5.761221e-12,1.283421e-09,2.6965376e-05,,,0.0,7.040372e-07,1.795326e-10,-9.3664445e-09,,1.15368305e-10,4.2810043e-05,-2.8616853e-07,,3.0349163e-12,-2.7275765e-13,,9.269996e-15,,4.8477485e-08,1.6346194e-05,1.5487194e-13,,9.286372e-10,-1.192093e-10,-2.7083273e-13
CRIP1,4.007779e-09,-0.00022327875,-2.0727642e-10,8.3836206e-08,-0.0004972286,,,8.665677e-07,-6.614929e-07,-1.8877412e-10,-0.00040258365,,-4.3646843e-11,6.406109e-05,-0.0013462827,,5.6312958e-11,-2.2394086e-13,,-4.151076e-13,,2.4034793e-07,0.00065807946,9.231557e-11,,1.0881065e-08,1.5950313e-07,-3.4521144e-10
GIMAP1,4.0508726e-13,-6.8648207e-09,-2.941409e-11,1.3633276e-10,-1.0161098e-12,,,6.735325e-08,-3.9623333e-07,-6.97884e-10,-8.86732e-06,,-3.878396e-11,1.465612e-07,-8.253333e-05,,9.0614426e-14,3.1360654e-12,,8.121558e-13,,8.263869e-11,-3.3464214e-06,1.5592662e-14,,-8.6341334e-13,-9.683966e-07,-5.134769e-11
LTC4S,1.1933483e-11,-1.1518212e-06,-6.064122e-12,3.4250947e-09,0.00016850737,,,0.0,-6.378852e-08,7.6836615e-10,-2.252664e-05,,1.3923816e-11,-1.7755562e-07,0.0001643764,,1.1922213e-10,1.1116737e-12,,5.8364386e-13,,-2.510467e-09,-0.00012579988,1.6817204e-13,,-9.518552e-10,-1.1920788e-10,-2.3668076e-11
LBH,-9.642318e-11,0.00018620236,-5.4859837e-14,-2.211012e-09,-0.0001482965,,,-2.2667646e-06,4.0699294e-07,-5.0104976e-10,0.00014716266,,-1.00951233e-10,3.4101075e-05,-1.2478233e-05,,7.669353e-11,3.6438664e-13,,-1.8340652e-12,,2.8450671e-08,-0.0008843714,-1.2548072e-11,,7.616701e-11,-1.5164009e-06,-1.3115224e-12
GPSM3,-1.3845695e-09,-4.7620157e-05,-7.8672985e-11,1.502407e-08,4.0782063e-05,,,-1.3536214e-06,-7.880683e-06,5.1723847e-09,-2.5070687e-05,,6.471002e-13,3.6062334e-05,-0.0001470096,,2.3889246e-13,-9.1544355e-10,,1.6925877e-12,,3.544365e-08,-0.000113784714,-2.431218e-13,,-5.3336396e-10,1.0598318e-06,-3.5890856e-12
LAT,-8.552836e-13,-7.4505807e-10,-3.8762114e-12,-5.766872e-10,5.0884344e-05,,,0.0,4.171042e-07,1.1718952e-11,-3.0670847e-07,,-8.793137e-12,-1.7596963e-07,-0.00019689935,,-8.839466e-14,1.5388444e-12,,-3.718647e-13,,3.275057e-10,-1.44068935e-08,-1.10668846e-13,,1.3807059e-12,5.6237013e-07,7.243242e-13
EMP2,-2.5082292e-09,-0.0003655545,-4.2509156e-09,1.5696916e-09,0.0025451079,,,0.00012062261,-2.4164572e-05,8.002774e-10,7.892421e-06,,2.4616884e-10,-9.746021e-07,-0.00033566853,,1.8265274e-10,-1.0665755e-11,,2.1961561e-11,,1.6552046e-07,-0.0013896581,-3.5295922e-11,,-6.5726478e-09,-3.8412213e-06,1.2016599e-10
LTB4R,2.0639855e-15,4.5702604e-06,2.0798852e-11,3.5910935e-10,0.00014476228,,,0.0,6.4189615e-10,1.0124019e-09,-1.7029898e-10,,-5.6810876e-14,0.0,2.8068825e-05,,2.1257314e-13,2.0282157e-12,,1.2289083e-13,,4.4801826e-08,-0.0005823388,-7.251056e-15,,-4.0324757e-09,-2.861023e-09,1.7005273e-13
ITGA1,2.7520895e-11,-2.7358533e-06,-1.0626744e-11,-3.6052495e-13,-4.272253e-06,,,1.4623878e-05,6.271876e-06,1.0513804e-11,-9.570775e-05,,3.600829e-11,6.012148e-05,9.31883e-06,,2.555963e-13,1.9473123e-12,,-1.7372967e-13,,6.261494e-09,-2.5441512e-05,6.836405e-11,,2.2111604e-11,5.5283306e-07,2.512943e-12
TMEM213,4.528359e-12,-0.0005737912,0.0,0.0,0.0004289008,,,0.0,-1.5895183e-05,3.3030037e-15,0.0,,1.0932753e-11,0.0,-6.357829e-09,,0.0,0.0,,0.0,,9.904132e-10,-9.54455e-05,0.0,,-6.2551614e-10,0.0,0.0
MEG3,1.7522559e-17,3.9731503e-17,2.9097e-08,-1.1341188e-12,2.3324102e-07,,,0.0,0.0,8.201622e-11,-3.6774953e-05,,2.444947e-14,-4.476971e-08,0.00018367267,,-6.4014818e-12,2.3261224e-12,,1.7784096e-16,,1.9577546e-09,1.453053e-06,-1.4357227e-10,,-2.1442126e-09,0.0,1.8582057e-17
MUC5AC,0.0,0.0,-4.2761747e-17,-2.3557992e-10,-0.00086200837,,,0.0,-0.00061588257,1.7634258e-08,0.0,,0.0,0.0,0.0,,0.0,8.4435195e-11,,0.0,,-8.428832e-08,0.002513742,0.0,,1.559667e-09,-3.862381e-08,9.005057e-14
FAM166B,2.2917118e-11,5.216822e-06,3.2289306e-14,-5.725041e-14,-6.562568e-06,,,0.0,-9.307494e-09,8.6183946e-13,0.0,,-1.687038e-11,1.3245477e-10,9.233455e-06,,1.2132321e-13,-4.538827e-15,,0.0,,-5.4276267e-10,-5.1613065e-06,8.8704546e-17,,1.1154581e-11,0.0,4.9101084e-11
C5orf49,-1.9062297e-11,1.21409e-05,-5.2373614e-16,2.4373255e-12,0.00010365875,,,0.0,-3.5872454e-06,-1.2528878e-10,-6.902029e-05,,-6.868448e-13,0.0,3.147185e-05,,-4.1991025e-13,-9.444303e-15,,0.0,,7.858424e-09,-0.00038666106,1.9872756e-12,,-3.7329423e-12,0.0,-2.6456081e-14
TNFRSF25,-1.6769377e-12,1.6391277e-09,1.3841688e-13,-1.0194377e-11,-2.6966009e-05,,,0.0,-2.0082776e-05,-3.860579e-11,-1.8725225e-06,,-4.986333e-15,0.0,-0.00010415996,,-3.174877e-14,5.005129e-14,,-2.7275618e-14,,-1.5254065e-07,-0.00013532705,1.8477619e-13,,1.2213374e-11,1.7762185e-08,1.9456086e-12
IFI30,3.9232578e-10,-0.0006403375,3.0840552e-11,1.5044145e-08,0.00010215626,,,0.0,-1.3305593e-07,2.00629e-09,6.621452e-05,,-1.6802596e-12,-4.369332e-05,-2.063966e-05,,8.3759666e-14,5.4774803e-11,,1.2159433e-15,,5.808863e-08,-1.4302411e-05,1.1099614e-12,,-2.0653568e-10,-4.5030756e-06,-9.495031e-13
FXYD7,-2.5901503e-15,0.0,0.0,-3.459356e-09,0.0,,,0.0,0.0,-5.869368e-12,0.0,,0.0,6.212221e-05,0.0,,-8.179826e-14,8.268186e-14,,-4.0205564e-14,,0.0,0.0,1.597496e-17,,3.5231569e-15,-2.8610229e-08,5.764354e-14
IGLC6,0.0,0.0,0.0,3.1235745e-09,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
LINC00152,6.812606e-11,-4.329036e-05,-5.985917e-12,-5.3896465e-09,-0.00037081382,,,-5.9604643e-10,2.6352544e-05,-9.472384e-10,8.642368e-06,,4.935345e-10,9.118519e-06,-6.183709e-05,,1.3754603e-10,-6.578091e-11,,-2.6987641e-11,,3.507586e-08,0.00031173415,2.6191493e-12,,1.8379925e-09,-1.0111452e-05,-4.259684e-12
IGLV9-49,0.0,0.0,0.0,1.9149371e-10,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
