,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
TNFSF10,-9.303156e-11,-0.0003161368,-5.529164e-11,5.69264e-10,0.0012101522,,,2.5920868e-05,-5.0029812e-05,-9.694211e-10,3.978116e-05,,1.935853e-10,-8.9691747e-07,-0.0006046107,,1.507986e-11,-1.9833687e-10,,1.2507329e-13,,-1.99323e-07,-0.0017881491,7.228377e-12,,1.10368305e-10,6.833089e-07,1.2462129e-11
TMEM156,-3.4938671e-10,0.0,0.0,-1.5903606e-08,1.2831092e-06,,,0.0,0.0,-2.5342162e-10,-9.743657e-07,,-6.45693e-14,-1.4967389e-08,3.698349e-05,,0.0,7.8830096e-13,,-1.699139e-13,,0.0,1.1455199e-07,0.0,,4.483328e-15,1.8903613e-06,2.6871898e-16
TMIGD3,-1.5660621e-09,2.9987048e-06,-8.268466e-12,4.424324e-12,0.0,,,0.0,3.837361e-16,-7.231097e-10,0.0,,-1.235689e-14,7.947286e-09,-0.000107251355,,0.0,-5.1833906e-13,,0.0,,-1.28859414e-11,0.0,0.0,,2.2378627e-13,0.0,1.9172511e-13
CXCR4,-9.802117e-09,-0.00036859646,-1.7758735e-10,-8.019085e-10,-7.654471e-06,,,-5.8797e-06,-2.1569385e-07,-2.198057e-08,-0.00023565225,,-8.18144e-12,-7.55118e-05,0.0002465531,,-4.6531533e-12,4.4256616e-09,,-3.5248277e-11,,5.1533583e-08,1.3933223e-05,1.9767748e-11,,-1.6908367e-11,1.824262e-05,-4.1388976e-11
PAEP,0.0,-8.409024e-12,0.0,0.0,0.0,,,0.0,8.778118e-17,-9.77792e-15,0.0,,0.0,0.0,0.0,,0.0,7.639731e-16,,0.0,,0.0,8.820657e-05,0.0,,4.758541e-14,0.0,0.0
LAX1,8.013841e-11,0.0,0.0,-1.8906045e-08,-1.1468296e-13,,,0.0,0.0,-4.0170752e-11,0.00040051911,,-2.1218692e-15,-5.4313714e-09,0.00016846755,,3.2972756e-16,2.279508e-13,,-7.243062e-14,,0.0,2.105351e-11,-3.3666776e-13,,0.0,7.2950127e-07,0.0
CD244,-2.5683008e-11,0.0,0.0,1.3239505e-11,0.0,,,0.0,0.0,3.0591105e-10,2.5544848e-09,,-5.8111244e-14,0.0,0.0,,2.524282e-12,1.03814995e-11,,8.765047e-13,,0.0,0.0,0.0,,8.564158e-18,-1.1706352e-07,-4.4342567e-16
LY9,-1.5218769e-15,0.0,0.0,-2.2476343e-09,0.0,,,0.0,0.0,-2.122813e-09,-4.257475e-09,,-4.3907647e-14,-1.3245477e-10,-8.104708e-06,,0.0,5.3783395e-15,,-6.683537e-14,,-7.421401e-15,0.0,4.7309014e-15,,-1.4349633e-14,3.221035e-07,0.0
ODF2L,-3.7069306e-10,-0.00020403249,9.488924e-12,-3.4610879e-09,8.660507e-05,,,1.1920929e-09,6.3970576e-05,-1.6448256e-09,-1.7334694e-06,,3.5727594e-11,-3.939205e-07,2.8275193e-05,,2.0090052e-10,-1.2027315e-10,,-3.5530856e-13,,-3.765917e-07,0.0007623041,-2.548927e-14,,5.3673146e-09,7.730723e-08,2.9405475e-11
INHBA,2.0326443e-10,-0.0007912769,1.6315137e-10,-1.7346065e-09,-2.8567032e-05,,,-0.00013961647,-2.9710623e-08,-1.5488562e-10,-0.0001249878,,2.9381424e-13,1.4074643e-06,0.0015692974,,-1.2377937e-12,2.8747282e-13,,-3.5281903e-17,,-1.9310951e-08,7.61291e-05,-2.1798067e-11,,2.6839692e-10,5.027679e-07,1.8641146e-11
RAMP3,5.452075e-11,-8.940697e-09,1.7277508e-11,1.745853e-09,-3.4583039e-09,,,0.00014783446,0.0,-9.225393e-11,8.24246e-08,,-2.1914151e-10,0.0,-0.00012913648,,2.4968883e-12,-7.747355e-13,,0.0,,1.6011278e-10,-2.4501693e-05,1.1229375e-14,,3.4893187e-14,0.0,-1.4070921e-10
DNAI1,6.171619e-14,-3.185396e-17,0.0,-1.7554599e-09,-4.7683715e-09,,,0.0,1.2654525e-07,-1.0472676e-12,0.0,,0.0,0.0,0.0,,1.4007187e-15,-3.1279571e-15,,0.0,,1.0571498e-08,-1.7082442e-05,-5.5799116e-17,,-4.2261398e-13,7.4541e-13,3.219884e-17
CALD1,3.089754e-11,-1.0304153e-07,-7.069001e-11,8.248743e-10,-0.00023004616,,,1.7881393e-09,4.0148805e-08,9.55571e-10,0.00057494844,,5.610035e-10,-6.743226e-05,5.832145e-05,,-2.502526e-10,1.6679237e-13,,1.7688595e-15,,1.3873593e-07,2.0751031e-05,-8.093552e-11,,9.86731e-10,-9.5379355e-06,2.8412057e-11
SFTPA1,6.074225e-10,0.008689228,2.3858522e-13,4.087321e-09,-0.00082952273,,,0.0,6.048858e-07,5.6874994e-11,0.0004624478,,2.4883833e-09,3.196862e-06,-0.0008132337,,-4.257079e-11,-1.6663823e-11,,2.4487162e-11,,-1.2994057e-09,-0.0012045581,-1.03299244e-10,,1.4576835e-12,1.844585e-06,9.256959e-12
PLAU,-8.045849e-13,-4.923405e-09,4.4676613e-13,3.244647e-11,0.00039879454,,,-1.1920929e-09,2.9612871e-05,3.2674688e-10,9.679383e-06,,-8.060648e-12,-1.07288365e-08,5.3223457e-06,,1.1234205e-11,4.9742393e-13,,2.6756442e-16,,-1.2216664e-09,1.8421195e-05,1.48e-13,,-2.2897138e-09,-3.8963393e-07,1.9358592e-14
SRGN,-7.391426e-09,9.511066e-05,1.0292016e-10,6.6993756e-08,-0.00014125658,,,-8.854666e-05,3.209296e-06,1.4694153e-08,-0.00034961654,,-1.3371479e-10,0.00015331592,0.0033571695,,2.285994e-10,-4.4757358e-11,,-2.8710857e-11,,2.9978262e-09,0.0002306496,1.1553748e-11,,1.4985976e-09,2.9245037e-05,1.3665769e-10
EGR2,-3.3236666e-10,0.00023828525,3.0631896e-11,-2.772806e-11,1.8129409e-05,,,-5.814852e-06,5.8320854e-08,-9.016001e-12,4.124047e-05,,8.882944e-14,1.4682611e-07,-6.348558e-05,,-3.5908546e-12,-5.592325e-13,,1.0937355e-13,,1.3299402e-08,-4.9752143e-05,3.3871416e-13,,7.0820844e-10,1.8000588e-08,1.5671653e-11
BHLHE41,1.831237e-13,1.4263192e-09,-5.1402573e-11,-6.486164e-09,-0.00050193846,,,0.0,3.8327112e-08,-1.4950746e-10,3.206459e-05,,2.001157e-11,2.2029876e-06,0.00041060444,,-2.8155104e-13,-3.95433e-13,,0.0,,2.8708926e-09,0.00017131456,-5.9615924e-13,,-1.5987804e-10,5.1254034e-07,2.4946163e-11
ARHGAP9,-1.5569053e-17,6.758483e-07,2.2527574e-12,5.624921e-10,1.1576979e-06,,,0.0,1.3622928e-10,6.778929e-09,-1.0388238e-08,,1.6724159e-15,-5.19024e-07,6.394358e-05,,4.2151568e-14,3.982782e-12,,2.0495023e-12,,-1.4169829e-15,0.0,1.4265376e-11,,-3.5093303e-15,1.6890666e-06,7.5087424e-14
NCKAP1L,-3.741052e-10,-4.996877e-05,-1.469525e-10,1.1747286e-09,1.5630252e-06,,,-5.8360594e-05,-5.9650496e-08,2.2389712e-09,-1.3987861e-05,,6.417994e-12,6.208042e-05,-0.00031789872,,6.297492e-14,-1.19776584e-11,,-5.7778955e-13,,1.8812814e-10,-6.127309e-07,2.023442e-12,,-2.3927207e-10,-2.0302073e-07,1.1313926e-11
MMP19,3.2230854e-12,2.7257835e-08,-1.1819559e-10,2.2039073e-09,-3.9684637e-05,,,-1.7991923e-05,-6.0664002e-05,-9.992288e-12,-3.7395996e-05,,-3.7719016e-12,-4.3894317e-05,-0.0006137696,,-7.344575e-11,-7.523849e-12,,5.2152103e-13,,-1.1352279e-08,9.586608e-05,-2.5594065e-12,,9.127322e-11,-3.3271476e-07,3.9831565e-11
NR4A1,3.2015415e-10,-7.8143814e-05,1.0928321e-08,3.0435327e-08,0.0007730447,,,-5.60956e-05,-9.497413e-05,1.8569445e-09,2.3031533e-05,,3.2478548e-10,-7.527398e-05,0.0011295824,,-1.1411866e-10,5.824086e-11,,-2.7907982e-13,,9.1876686e-08,0.0002109393,-1.2556264e-10,,-3.251877e-09,3.7388804e-06,4.1695657e-11
TNFAIP6,2.341876e-10,5.662441e-09,-4.752391e-13,-2.3103224e-11,-0.0006366959,,,0.0,0.0,-1.587604e-11,3.3593562e-05,,6.52082e-15,5.8280096e-09,-0.00017385653,,6.5247433e-13,-1.5240116e-11,,-6.3817194e-15,,0.0,-3.9704094e-08,-2.7219926e-12,,-4.2864163e-14,-2.3567641e-07,1.4331966e-17
G0S2,-2.2876935e-10,-4.9217226e-05,5.052019e-12,-5.935638e-10,-8.0126335e-07,,,-4.9495698e-06,3.347129e-08,-2.934237e-10,5.3291576e-05,,7.319188e-10,5.695555e-09,1.7203945e-05,,3.5212874e-12,-3.1112925e-11,,-1.9121794e-14,,-2.0855286e-09,-0.00010055317,5.091886e-12,,7.1275434e-09,-1.7133361e-06,-4.9836884e-12
C4BPA,-5.69239e-11,-0.0006444145,0.0,0.0,0.000977334,,,0.0,-3.7456235e-07,1.1101651e-11,9.5596195e-05,,6.0053407e-10,-3.3113692e-09,3.0341462e-05,,-3.5544183e-13,-5.566931e-11,,-6.8940984e-17,,2.6147784e-11,-0.0014654992,-6.9841535e-11,,-6.191683e-14,0.0,2.1104648e-12
DAW1,8.541458e-13,3.5083258e-17,0.0,-1.9194874e-12,-7.374824e-08,,,0.0,2.5629998e-07,-1.11681545e-13,0.0,,-3.705632e-15,0.0,5.738818e-06,,5.1368924e-13,-9.0870456e-17,,9.005241e-14,,9.468307e-11,-5.9160582e-05,0.0,,5.9462103e-13,-3.5762787e-10,0.0
PI3,-2.5895345e-11,-2.213659e-05,3.5854854e-16,-6.107348e-16,-0.0014081015,,,0.0,0.00011891557,2.9553507e-10,2.485769e-06,,6.608681e-12,0.0,0.0,,-1.1024885e-12,3.8213738e-12,,2.3451473e-16,,-1.6758065e-08,0.00072292594,-3.7469405e-15,,7.847373e-09,0.0,2.0414308e-12
SLPI,1.5966649e-09,-0.0003242477,7.92061e-11,5.9367213e-08,-0.00794768,,,-1.1999309e-05,0.00039583253,-2.9285836e-09,0.00047289388,,7.921352e-10,-2.3864375e-06,0.000947787,,-1.7852889e-09,1.2005109e-09,,1.8317504e-11,,-9.875158e-07,0.017274871,7.204125e-11,,2.0386172e-10,-5.141437e-06,3.2687197e-11
PREX1,-4.2349957e-10,-1.5506832e-06,-4.3695266e-11,4.443645e-11,5.134621e-07,,,-3.039837e-08,2.6592842e-08,1.9107904e-09,-9.643398e-06,,-3.0006e-11,-1.3222032e-05,-6.37876e-05,,-3.2501692e-13,-2.3094296e-11,,6.041143e-13,,2.2788193e-08,-8.6445405e-05,2.5924046e-11,,4.9869104e-13,-6.4975023e-07,-7.989264e-13
TOX2,1.2267132e-13,0.0,-2.3222457e-11,-1.8573695e-10,5.891144e-06,,,0.0,2.3774139e-05,-2.0488045e-10,0.0,,4.6234086e-10,1.4709101e-07,0.0,,7.8693643e-14,2.4230918e-13,,-1.7492674e-14,,4.1044264e-12,-1.0961219e-10,5.787479e-14,,1.3857045e-14,5.9604643e-10,4.9167217e-14
ZNF831,0.0,0.0,0.0,-9.769523e-15,0.0,,,0.0,0.0,4.8688606e-15,0.0,,-1.1310955e-16,0.0,0.0,,0.0,0.0,,-1.5830712e-12,,0.0,0.0,0.0,,0.0,2.1824837e-06,0.0
PTGIS,-1.0429002e-14,0.0,1.6109765e-11,-1.5244955e-11,-7.987023e-09,,,0.0,1.0112492e-09,3.3169213e-15,0.00025691124,,-1.3044539e-10,1.8278758e-08,5.0757866e-05,,2.8190686e-11,1.6053799e-12,,1.8154171e-15,,0.0,1.2667759e-07,3.0398093e-12,,2.7521768e-16,0.0,-7.312537e-12
SNAI1,-5.954702e-16,-0.00030578842,4.439532e-12,8.706777e-12,-9.486201e-10,,,0.0,0.0,7.278031e-12,1.8623897e-06,,7.601144e-12,3.7617152e-08,7.63334e-05,,3.9683365e-12,-9.636853e-14,,4.4928864e-15,,7.2474675e-09,-0.00010985704,1.0714499e-13,,-7.5222483e-13,-5.07772e-07,-6.719622e-14
C20orf85,-5.972908e-10,-4.0776857e-14,0.0,-1.2883481e-09,7.566069e-05,,,0.0,7.139688e-05,2.2376868e-10,2.5130596e-05,,6.815486e-15,0.0,-0.00013470495,,6.178877e-10,-2.5072173e-12,,-1.9971727e-16,,2.3405567e-08,-0.0014602854,6.6570215e-11,,1.1249014e-10,4.2915342e-09,3.760861e-10
IL17C,-1.3052684e-13,-4.9688668e-05,0.0,0.0,-7.867813e-09,,,0.0,0.0,0.0,1.6120501e-06,,0.0,0.0,0.0,,0.0,0.0,,0.0,,-6.864418e-09,5.9096597e-05,0.0,,2.0634122e-14,0.0,0.0
HIF3A,1.1318732e-11,-0.00013164424,1.7420121e-11,-1.9417519e-17,6.833112e-06,,,5.7810544e-06,5.142848e-18,1.3839974e-12,6.283181e-07,,-2.6667266e-10,1.6170078e-06,7.809854e-05,,9.734457e-13,6.3794304e-12,,0.0,,2.3838614e-10,3.640423e-05,-1.0224406e-11,,-3.6631757e-11,0.0,-1.13182875e-11
LYPD3,-3.210982e-17,1.4901161e-10,-2.6968114e-13,4.744004e-09,0.0046303873,,,0.0,4.5849727e-10,2.4279679e-11,0.0,,4.0537205e-13,-0.00011915637,-1.1366689e-06,,3.865467e-14,3.5747688e-13,,1.1971191e-16,,-6.6204753e-10,-0.0012459708,7.12408e-15,,-1.2328708e-09,0.0,-1.2726094e-17
F13A1,1.454774e-13,6.109476e-09,-1.7638485e-12,7.724489e-12,0.0,,,0.0,-2.536881e-15,1.9216334e-10,0.0,,6.278367e-17,2.1192763e-09,2.8918697e-07,,2.0780395e-10,-2.4123368e-12,,0.0,,0.0,4.4385088e-05,1.7241959e-12,,1.1511617e-12,-6.198883e-09,0.0
HIST1H1D,9.4054925e-14,-2.360726e-06,2.5726142e-11,-9.530544e-09,0.00022641562,,,-3.6388635e-06,2.390834e-06,-3.401247e-10,0.0,,-3.1144408e-12,1.6623073e-07,3.6081456e-05,,1.1737537e-10,-4.4087878e-13,,-1.8105019e-12,,-9.8304355e-08,0.000103860824,7.9094306e-16,,-5.1424254e-10,3.1638348e-07,4.5031023e-12
TREM1,3.08619e-12,0.00014377284,9.4299075e-11,-6.045224e-10,-4.522742e-05,,,2.412362e-05,1.01740575e-07,-1.8201708e-11,-0.00017723105,,-3.2557412e-13,3.0931566e-05,0.0002611619,,-3.1343737e-13,4.83964e-12,,-1.6107776e-12,,9.465135e-09,0.00012823149,-8.80478e-13,,-5.8332982e-15,-2.9940344e-07,2.4194669e-11
CDKN1A,-1.2396006e-09,0.00050717173,9.8716695e-11,3.6925538e-08,-0.00016185177,,,-1.6265716e-05,0.0005310236,5.912125e-09,-2.2757276e-05,,-7.19253e-10,-2.5425421e-05,-0.00042996346,,1.1700677e-10,2.2675462e-12,,8.459136e-14,,1.8619762e-07,-0.0010850308,2.7739097e-11,,1.9834725e-09,3.3457288e-06,-3.9512196e-12
SOX4,1.01043486e-10,7.687456e-05,-1.8083384e-08,5.145623e-10,-0.0018283704,,,0.0,-4.5683228e-05,5.337968e-09,-0.00010134808,,4.378303e-11,-1.1920929e-09,-8.0178994e-05,,-2.5021657e-11,-5.9212457e-10,,2.4398758e-13,,-2.633274e-07,-0.0001219588,3.2307282e-12,,1.1948744e-09,5.087018e-06,6.44083e-11
NRN1,-2.5166284e-12,-1.0430813e-09,4.4687518e-11,0.0,-0.00015586228,,,0.0,0.0,8.859298e-11,-5.343983e-07,,1.413919e-10,-1.3245477e-10,-3.557735e-07,,0.0,7.918616e-12,,0.0,,8.962308e-09,0.0,0.0,,-1.0097043e-13,0.0,1.6568546e-12
CXCL6,-2.5182246e-12,-2.8371812e-07,0.0,7.6950685e-10,0.00029012677,,,0.0,-0.00010898174,-4.1992243e-15,1.1410032e-08,,0.0,-2.315508e-06,-2.1325217e-08,,7.5792775e-11,3.845435e-14,,0.0,,-1.4964108e-09,0.0010022748,0.0,,-7.3901946e-10,-1.5889156e-13,1.3815406e-15
EREG,4.5018152e-11,-8.74694e-06,-2.2565429e-11,1.3603716e-09,0.0001347038,,,0.0,-1.3699903e-07,-1.7659496e-10,-0.00014216261,,-1.2002159e-13,4.2369e-09,-0.0002489159,,-1.5172194e-13,-3.058076e-12,,2.6426808e-12,,1.1877417e-10,-3.387943e-05,4.3235783e-11,,6.1622284e-11,-4.1125427e-06,-1.321217e-12
SCGB2A1,-3.4180777e-13,0.0,-1.2153293e-07,0.0,-0.00023566218,,,0.0,1.0051499e-05,-1.11243725e-14,-1.7029898e-10,,0.0,0.0,4.0880143e-11,,0.0,-6.018334e-15,,0.0,,-2.0130975e-07,-0.00012897985,0.0,,9.538073e-11,0.0,-1.0498663e-15
MT1G,7.978865e-11,6.210722e-05,-3.2114851e-12,-2.329547e-09,-0.00013347065,,,-8.045175e-06,-3.0689695e-05,-7.605008e-11,8.205857e-07,,2.2403039e-10,1.1168586e-06,-0.00051904103,,-1.177683e-10,-4.3262616e-12,,-2.257945e-16,,-9.210782e-08,-0.00012745679,-2.8137238e-14,,1.2125855e-09,-1.881659e-06,1.2005833e-11
MT2A,1.0803396e-09,-9.813601e-05,-6.3479416e-10,-1.229726e-08,-0.00058778556,,,-4.0648476e-05,0.00048927276,-7.819753e-09,-0.0004977845,,2.8291358e-10,9.130458e-05,-0.0016840314,,5.3526494e-10,-1.12628074e-10,,-2.3836643e-11,,-8.162227e-07,-0.00045957312,3.259661e-11,,6.0785337e-09,2.2513248e-06,-8.139806e-12
GPR18,0.0,-1.4901161e-10,0.0,1.9722867e-12,0.0,,,0.0,0.0,2.5379728e-11,0.0,,-5.0420356e-16,-4.9008264e-09,0.0,,0.0,3.966141e-13,,3.9068402e-14,,-2.3223767e-10,0.0,0.0,,-2.707542e-17,1.3235211e-06,0.0
EFNB2,1.0917467e-10,-1.8909017e-05,2.1237555e-11,-5.3055022e-11,0.00018918514,,,0.0,-9.587321e-08,3.3199095e-13,5.0794413e-05,,-4.0425086e-10,0.0,1.4117009e-06,,9.105033e-12,3.2502457e-13,,0.0,,-3.316012e-10,-7.162944e-05,4.486347e-14,,-1.1060787e-09,-5.1908174e-12,-1.5455172e-12
IRF1,-1.401363e-09,4.522134e-06,-4.3667712e-11,-3.6968988e-08,-0.000105223386,,,1.4304677e-05,6.9881776e-06,-8.72015e-09,0.00011111711,,-3.6078948e-10,-6.618743e-07,-0.0007793694,,3.049704e-10,-7.746128e-12,,-1.2436137e-12,,1.0404187e-07,-0.00050595443,5.7419083e-12,,1.6860614e-09,1.0953555e-06,-4.7112633e-11
SEPT6,1.8950042e-10,-0.00016149465,1.2466718e-11,-5.776996e-09,8.448364e-05,,,1.5907586e-05,3.3169383e-06,-1.1878273e-10,-2.975666e-05,,-1.0807224e-11,-3.487534e-07,-6.480343e-05,,-2.6886312e-12,5.4524857e-10,,1.0958808e-12,,1.0336562e-08,-1.1786168e-05,-1.0509262e-13,,1.9004747e-11,3.579229e-05,-2.6402905e-12
PTGER2,3.0760236e-13,0.00025558224,2.5445867e-13,-1.5418096e-11,-3.4018893e-05,,,0.0,0.0,-5.0702345e-11,-3.0375584e-05,,-5.2843492e-14,5.5100717e-08,1.6001199e-05,,1.4064619e-14,-1.03037405e-11,,-5.6532356e-13,,6.42868e-11,2.298229e-05,-1.044342e-12,,2.959408e-10,-1.2523049e-06,3.9058633e-13
KIR2DL1,-2.2006564e-13,0.0,0.0,5.631801e-18,0.0,,,0.0,9.3031845e-17,1.5073134e-12,0.0,,1.0584866e-14,0.0,1.0321174e-07,,0.0,-1.1519616e-13,,3.2081003e-13,,0.0,0.0,0.0,,0.0,0.0,-1.0996043e-15
IL1B,-1.2501397e-09,-9.785194e-06,-2.7197343e-11,8.043303e-10,3.4581102e-08,,,-1.1369744e-05,5.1793503e-08,-5.825385e-10,3.129014e-05,,-3.061908e-12,-1.2735526e-07,-0.00017916817,,8.79243e-13,3.788672e-11,,3.5048417e-14,,-3.235262e-09,-3.141399e-05,1.1459316e-11,,1.2133869e-08,-4.223347e-06,1.371534e-12
CD70,1.9651282e-16,1.9184712e-08,-7.8910473e-13,-4.9709487e-10,-3.4570693e-09,,,0.0,0.0,-5.664344e-11,0.0,,-1.702154e-16,0.0,0.0,,0.0,1.6113332e-12,,-2.084611e-14,,5.0383772e-08,-1.3262361e-19,-2.72109e-14,,0.0,-2.9802323e-09,0.0
C3,2.1549198e-11,0.00083404296,5.5474516e-13,5.584998e-10,-0.0010390218,,,0.0,-0.00032526918,2.7243535e-10,0.0005267587,,7.022325e-10,-3.21726e-06,9.6263626e-05,,-8.4630736e-10,6.1165325e-13,,7.790143e-12,,-5.6000943e-08,0.002158061,-8.314785e-11,,-2.3675986e-09,8.544207e-17,1.6985688e-10
TNFSF14,-1.5779311e-12,-3.3311173e-06,0.0,5.1508095e-12,-4.7266482e-08,,,0.0,-2.1086153e-05,6.282197e-12,-8.855547e-09,,-6.854791e-17,-2.5166405e-09,0.0,,3.361038e-12,-3.948644e-13,,7.710636e-14,,-6.1497657e-16,-0.00017476532,5.214466e-16,,-9.302223e-11,-1.4096499e-07,0.0
FOSB,1.8626807e-09,-0.00027501042,3.2118955e-08,5.753748e-09,0.0010758297,,,-4.4616303e-05,-2.8145321e-05,2.8142633e-09,-4.8462523e-05,,-3.1369846e-10,-3.7215189e-06,0.0025976691,,-8.853024e-11,7.8609874e-10,,1.4229591e-12,,4.9423755e-07,-0.00038568449,-3.1689432e-11,,-2.4744948e-09,4.5757886e-07,7.04039e-11
CD93,1.3753813e-13,-4.3331588e-07,1.4595596e-11,1.5981019e-12,-2.5041602e-09,,,0.0,2.1906822e-16,-3.5553044e-10,-3.3359868e-06,,-2.4871447e-09,1.5232299e-08,4.7961952e-05,,-3.4775552e-13,8.194955e-12,,6.1843345e-17,,-2.2744952e-19,9.243487e-13,2.8106861e-15,,5.1536126e-11,-9.995699e-08,2.036149e-14
BMP2,-4.427294e-11,0.00014036559,-6.217644e-12,2.0218004e-16,-8.496733e-05,,,0.0,4.5849727e-10,-6.182481e-12,2.4037702e-06,,2.4055288e-10,0.0,7.2904427e-06,,-5.6272456e-13,-3.3373033e-13,,0.0,,-1.8725779e-09,-0.000529538,1.00004776e-13,,-4.3087278e-10,0.0,-4.437084e-12
FLRT3,9.8709714e-11,4.8145408e-05,0.0,1.0351585e-11,0.00032051202,,,0.0,-1.766464e-07,6.486399e-11,-6.202732e-05,,2.0450355e-10,6.932652e-17,0.0,,1.1706688e-10,0.0,,6.948787e-18,,3.9090783e-10,-0.00028153788,-7.522105e-17,,4.0122625e-10,0.0,0.0
PCSK2,2.4674018e-10,-0.00052436016,-4.7239066e-15,0.0,-6.0396196e-06,,,0.0,1.2148454e-08,0.0,1.7029898e-10,,2.9882322e-11,0.0,0.0,,0.0,4.678584e-16,,0.0,,1.10391994e-07,2.7182024e-05,0.0,,-2.0456644e-12,0.0,0.0
ID1,-6.458495e-10,-0.0007576243,8.2608254e-11,7.822386e-09,0.0013859572,,,2.6458501e-05,-0.000105986204,4.1548281e-10,0.00014767137,,-2.6939454e-11,-3.443824e-09,-0.00016859369,,-4.6692678e-11,-4.2688644e-10,,6.868828e-14,,9.391663e-08,0.0004278734,-2.5980306e-11,,-3.6489207e-09,-2.746644e-06,-1.4373124e-10
BPIFB1,-2.3076031e-10,-5.2287363e-05,2.0550848e-12,-1.3377867e-08,-8.142177e-06,,,0.0,-0.0003629701,-8.736194e-13,-2.6022537e-06,,9.192161e-13,5.298191e-10,-1.0209713e-05,,6.056078e-13,-3.6431463e-10,,1.2964541e-13,,-6.773106e-07,0.0056621707,-3.7137986e-15,,2.2331237e-09,-2.384186e-10,9.856769e-13
HCST,1.2560405e-09,-4.911053e-05,-8.672007e-11,-2.1193257e-11,2.3024333e-05,,,-5.78718e-05,-7.120986e-08,-1.2188988e-08,8.885361e-06,,-3.557376e-12,1.3446808e-06,0.0006037556,,-1.0192825e-12,5.6528143e-11,,-6.1300973e-12,,-5.2000815e-10,4.5057364e-05,1.9158494e-12,,-1.8729523e-11,4.5066345e-06,-3.66586e-11
CCR7,2.2753568e-10,2.9802322e-10,0.0,-6.1210564e-11,-3.516674e-08,,,0.0,0.0,4.3940864e-09,-5.523648e-07,,-6.6391104e-16,-9.081158e-05,-4.774332e-07,,0.0,-1.4542497e-13,,0.0,,0.0,0.0,1.4128034e-15,,-3.973642e-13,-4.8184387e-07,0.0
STATH,0.0,0.0,0.0,-1.6047845e-16,-5.9776412e-05,,,0.0,-7.974171e-05,-1.1687935e-14,0.0,,0.0,0.0,0.0,,0.0,-2.8155907e-16,,0.0,,1.2778082e-09,3.2471537e-05,0.0,,3.8953956e-09,0.0,0.0
IFI6,2.7675742e-09,0.00012123716,-4.2577447e-08,-1.8006894e-08,-0.0013674358,,,1.2511034e-05,5.4435655e-05,-1.899988e-09,-8.410952e-05,,5.095647e-11,0.00018004749,0.00040025194,,1.4445599e-10,-1.8041356e-10,,-1.8073916e-11,,-3.152877e-07,0.00060877117,-1.3669607e-11,,4.6932134e-09,4.899971e-07,2.2000998e-11
CFP,1.7616388e-17,-4.092446e-07,2.215456e-12,1.0666497e-11,-8.657131e-09,,,0.0,-1.5831928e-07,1.8346122e-10,1.6092277e-05,,-2.6027985e-10,-6.1686704e-05,-0.00070352777,,-2.2134317e-13,-1.0187157e-09,,0.0,,-2.8429785e-09,3.3155334e-08,1.7501399e-13,,-1.6797214e-12,-2.384186e-10,1.0420269e-11
RHOJ,0.0,0.0,9.579773e-12,-1.0687039e-09,5.3346273e-08,,,0.0,2.5996796e-08,-1.03405504e-13,-1.7029898e-10,,2.8816632e-10,0.0,-1.3245477e-10,,5.6760483e-13,0.0,,0.0,,0.0,0.0,-6.2401036e-17,,-1.27698884e-11,0.0,1.9098582e-11
HSPA2,2.5623872e-13,1.4450267e-08,2.6411004e-12,7.599011e-09,3.151233e-05,,,-1.1920929e-09,9.944439e-06,1.7906368e-10,8.903252e-06,,1.1800305e-12,-3.973643e-10,2.8244577e-07,,2.0585187e-12,3.3926308e-12,,8.962613e-14,,9.330735e-08,-0.0013419241,-1.9231955e-12,,-2.2380728e-10,-4.18621e-06,1.5584671e-12
EVI2A,-2.4482436e-10,0.0003499403,-6.5567086e-11,2.6941427e-08,-0.000107938555,,,0.0,5.056233e-15,-5.996141e-10,1.5112013e-05,,-2.1167841e-13,-8.910893e-07,4.1613566e-05,,3.6700493e-13,-7.661401e-12,,-1.7241791e-11,,1.8252891e-09,-9.60269e-05,2.0344611e-15,,-9.853407e-13,7.859472e-06,-2.0564979e-11
OMG,-2.9222818e-12,-7.763876e-14,2.2574476e-15,4.3586475e-08,-5.955638e-07,,,0.0,6.7949294e-08,1.6064573e-10,-5.384854e-07,,2.3951412e-12,0.0,-3.3703387e-08,,-7.149226e-14,1.3980612e-14,,0.0,,-5.2929554e-09,-1.5267875e-05,-1.4577011e-16,,1.1343919e-10,3.7523507e-06,3.3039706e-16
WDR60,6.581596e-11,-2.976215e-05,-9.608793e-13,-6.3074324e-10,-0.0005870624,,,-8.588247e-06,0.00012551688,1.7951985e-09,-7.265268e-05,,-1.0933531e-10,-1.4570024e-09,-3.3316508e-05,,2.7300887e-12,-2.1687367e-11,,-1.5010107e-13,,1.9578932e-08,8.945533e-05,2.3794872e-11,,8.405955e-09,3.2627582e-07,5.8272835e-12
